TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
St. Francis PA,NEC,2018,NA,NA,29,18,0.620689655,104.1,110.2,0.3424,52.8,53.6,16.5,18.6,25.7,31.1,33.5,23.4,51.2,53.8,37,35.5,69.7,-7.7,0.668,0.494,0.18,0.334,0.737,0.183,0.878,0.534,0.237,0.794,0.517,0.995,0.634,0.138,0.774,0.415,0.545,0.534
Wagner,NEC,2018,NA,NA,31,23,0.741935484,101.8,104.6,0.4236,49.8,49,19.7,20.4,35.8,28.6,34.2,46.7,47,45.8,36,36.2,68.8,-5.3,0.871,0.377,0.498,0.437,0.385,0.8,0.246,0.831,0.982,0.477,0.574,0.009,0.171,0.923,0.694,0.318,0.414,0.668
Austin Peay,OVC,2018,NA,NA,32,19,0.59375,104.7,105.6,0.4734,49.9,54,19.8,22.1,34.7,28.9,35.9,39.9,49,53,34.8,37.1,70.2,-7.5,0.591,0.537,0.449,0.5,0.408,0.16,0.235,0.968,0.951,0.525,0.711,0.149,0.417,0.195,0.485,0.198,0.645,0.542
Belmont,OVC,2018,NA,NA,33,24,0.727272727,112.3,103.4,0.7217,58.8,48.9,18.1,16.9,25.2,25.7,27.9,26.8,61.7,48.1,37.6,33.5,68.3,-2.7,0.854,0.851,0.549,0.757,0.994,0.809,0.578,0.237,0.182,0.142,0.094,0.909,1,0.743,0.857,0.746,0.342,0.771
Eastern Illinois,OVC,2018,NA,NA,29,12,0.413793103,99.4,106.1,0.3191,47.7,52,20.4,19.3,29.9,29.9,32.2,33.4,44.6,48.5,35.3,38.5,66.8,-13.2,0.245,0.268,0.423,0.3,0.12,0.343,0.172,0.668,0.614,0.66,0.394,0.498,0.051,0.695,0.565,0.058,0.134,0.228
Eastern Kentucky,OVC,2018,NA,NA,29,11,0.379310345,101.1,112.2,0.2315,49.8,55.3,19.1,19.1,27.1,31.9,33.4,35,48.2,52.9,35.1,39.8,69.4,-14.3,0.191,0.337,0.103,0.191,0.385,0.072,0.369,0.642,0.351,0.857,0.505,0.383,0.311,0.198,0.542,0.023,0.5,0.182
Jacksonville St.,OVC,2018,NA,NA,35,23,0.657142857,100.7,99.9,0.5217,50.2,48.4,19.2,19.3,33.4,26.2,30.4,32.4,51.3,47.3,31.8,33.3,67.2,-6.7,0.757,0.308,0.749,0.551,0.437,0.86,0.343,0.668,0.882,0.182,0.237,0.572,0.648,0.826,0.077,0.786,0.2,0.585
Morehead St.,OVC,2018,NA,NA,27,8,0.296296296,98,109.2,0.2243,48.2,55.2,22.1,19.9,31,29.9,36.7,40.9,48.5,56,31.8,36,69.9,-14.7,0.091,0.188,0.229,0.182,0.171,0.078,0.023,0.76,0.717,0.66,0.771,0.112,0.351,0.032,0.077,0.352,0.565,0.165
SIU Edwardsville,OVC,2018,NA,NA,30,9,0.3,98.8,111.3,0.2029,47.8,54.1,19.4,17.5,29.3,29.4,33,45.9,47.2,53.5,32.4,36.8,70.5,-15.3,0.094,0.234,0.126,0.142,0.125,0.152,0.303,0.331,0.548,0.594,0.46,0.02,0.197,0.158,0.145,0.235,0.682,0.142
Southeast Missouri St.,OVC,2018,NA,NA,29,14,0.482758621,107.2,115.6,0.2943,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,0.365,0.671,0.035,0.268,0.874,0.078,0.578,0.277,0.277,0.58,0.82,0.4,0.568,0.118,0.934,0.115,0.645,0.282
Tennessee Martin,OVC,2018,NA,NA,29,10,0.344827586,94.3,105.6,0.2149,49.8,50.7,21.6,19,28.5,32,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,0.14,0.06,0.449,0.165,0.385,0.529,0.058,0.617,0.468,0.874,0.005,0.429,0.568,0.629,0.12,0.498,0.225,0.131
Tennessee St.,OVC,2018,NA,NA,28,15,0.535714286,96.3,101,0.3673,49.3,52.7,21.9,23.3,25.5,27.7,37.8,35.4,48.1,51.3,33.9,36.1,66.7,-9.5,0.5,0.114,0.698,0.382,0.314,0.252,0.035,0.994,0.205,0.351,0.828,0.355,0.291,0.34,0.354,0.326,0.114,0.462
Tennessee Tech,OVC,2018,NA,NA,31,19,0.612903226,97.4,102.6,0.3558,49,51,19.8,20.3,28.2,30.1,37.7,36.6,47.5,51.6,34.5,33.4,72,-7.9,0.648,0.157,0.598,0.354,0.268,0.492,0.235,0.811,0.442,0.685,0.82,0.298,0.231,0.318,0.428,0.76,0.848,0.525
California,P12,2018,NA,NA,31,8,0.258064516,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,0.068,0.151,0.563,0.314,0.022,0.112,0.112,0.734,0.962,0.731,0.842,0.198,0.074,0.318,0.005,0.04,0.565,0.222
Colorado,P12,2018,NA,NA,32,17,0.53125,104.8,99,0.6588,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,69.2,-4.5,0.477,0.551,0.786,0.677,0.474,0.749,0.212,0.057,0.548,0.191,0.497,0.44,0.391,0.872,0.651,0.395,0.477,0.685
Oregon,P12,2018,NA,NA,36,23,0.638888889,110,100,0.7501,53.3,50.3,17.1,19,31,26.8,31.7,36.3,53.1,48.4,35.7,35.6,68.6,-2.3,0.722,0.782,0.743,0.785,0.782,0.595,0.772,0.617,0.717,0.237,0.348,0.318,0.834,0.712,0.634,0.4,0.388,0.78
Oregon St.,P12,2018,NA,NA,32,16,0.5,107.4,100.9,0.6713,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3,0.402,0.674,0.703,0.7,0.654,0.709,0.303,0.534,0.788,0.5,0.865,0.218,0.845,0.743,0.205,0.555,0.134,0.548
Stanford,P12,2018,NA,NA,35,19,0.542857143,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,0.508,0.691,0.803,0.771,0.631,0.692,0.146,0.111,0.848,0.257,0.957,0.815,0.54,0.76,0.765,0.498,0.837,0.702
USC,P12,2018,NA,NA,36,24,0.666666667,114,98.6,0.8423,53.8,51,15.3,19.2,30,28.8,29.9,26.6,52.4,49.8,37.6,35.2,69,-0.4,0.768,0.888,0.798,0.877,0.814,0.492,0.955,0.657,0.62,0.511,0.202,0.915,0.788,0.532,0.857,0.472,0.448,0.842
Utah,P12,2018,NA,NA,35,23,0.657142857,111.4,97.9,0.8156,54.5,48.3,17.5,17.5,24.1,28.6,34.4,28.8,53.6,47,37,33.6,67.1,-1.5,0.757,0.837,0.826,0.848,0.891,0.875,0.672,0.331,0.134,0.477,0.585,0.829,0.865,0.846,0.774,0.732,0.182,0.802
Washington,P12,2018,NA,NA,34,21,0.617647059,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,0.66,0.611,0.789,0.725,0.602,0.529,0.489,0.902,0.517,0.931,0.771,0.409,0.691,0.395,0.437,0.76,0.725,0.774
Washington St.,P12,2018,NA,NA,31,12,0.387096774,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,0.205,0.682,0.209,0.454,0.851,0.186,0.303,0.162,0.154,0.805,0.025,0.849,0.702,0.103,0.862,0.538,0.528,0.431
American,Pat,2018,NA,NA,30,6,0.2,96.5,111.1,0.1649,50.7,54.8,20.4,20.4,23.8,31.4,30.4,40.7,50.7,53.6,33.8,38.3,67.6,-19,0.031,0.122,0.132,0.088,0.485,0.095,0.172,0.831,0.117,0.828,0.237,0.12,0.568,0.155,0.337,0.072,0.254,0.04
Army,Pat,2018,NA,NA,29,13,0.448275862,99,108.2,0.2638,52.3,52.4,18.8,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,0.302,0.245,0.266,0.231,0.682,0.303,0.429,0.734,0.351,0.342,0.014,0.223,0.391,0.369,0.877,0.318,0.802,0.214
Boston University,Pat,2018,NA,NA,30,15,0.5,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30,51.1,52.2,37.3,35.8,68.7,-11.6,0.402,0.265,0.343,0.274,0.737,0.24,0.195,0.788,0.454,0.617,0.445,0.746,0.617,0.243,0.822,0.378,0.397,0.322
Colgate,Pat,2018,NA,NA,32,19,0.59375,104.5,107.9,0.4084,51.5,53.2,16.4,19.4,25.6,27.6,29,29.4,49,51.8,36.3,36.7,67.6,-8.6,0.591,0.522,0.303,0.42,0.577,0.215,0.889,0.685,0.222,0.342,0.148,0.8,0.417,0.275,0.714,0.246,0.254,0.491
Holy Cross,Pat,2018,NA,NA,31,12,0.387096774,97.7,107.2,0.2569,52.6,51,19.1,20,19.3,31.9,29.7,34,55.1,49.4,32.6,35.4,64,-15,0.205,0.18,0.34,0.222,0.705,0.492,0.369,0.78,0.011,0.857,0.191,0.44,0.925,0.566,0.16,0.429,0.011,0.151
Lafayette,Pat,2018,NA,NA,30,10,0.333333333,101.4,112.2,0.2368,53.3,52,19.3,14.7,21,27.2,28.8,26,51.4,52.2,37.4,34.4,69.4,-16.8,0.125,0.354,0.103,0.197,0.782,0.343,0.315,0.034,0.034,0.285,0.14,0.94,0.66,0.243,0.84,0.632,0.5,0.091
Lehigh,Pat,2018,NA,NA,29,16,0.551724138,105.2,111,0.3511,52.9,52.4,17.4,16,25.3,26.8,25.8,30.7,47.7,53.1,40.6,34.3,71.9,-9.7,0.528,0.582,0.143,0.345,0.745,0.303,0.709,0.117,0.191,0.237,0.04,0.689,0.254,0.192,0.98,0.638,0.837,0.44
Loyola MD,Pat,2018,NA,NA,30,9,0.3,95.7,110,0.167,47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,48.1,54,31.3,36.8,69.7,-17.4,0.094,0.097,0.183,0.091,0.125,0.126,0.392,0.548,0.54,0.197,0.497,0.129,0.291,0.123,0.051,0.235,0.545,0.077
Navy,Pat,2018,NA,NA,31,20,0.64516129,97.6,102.8,0.3551,49.6,53.2,21.3,21.3,31.7,22.2,36.2,34,50.2,51.8,32.3,36.8,66.8,-8.1,0.725,0.165,0.58,0.351,0.365,0.215,0.069,0.92,0.774,0.011,0.731,0.44,0.528,0.275,0.131,0.235,0.134,0.508
Appalachian St.,SB,2018,NA,NA,31,15,0.483870968,102.5,106.3,0.3985,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,49.9,48.7,33.3,37.9,71.2,-12.4,0.377,0.422,0.395,0.417,0.408,0.443,0.392,0.277,0.591,0.134,0.78,0.298,0.505,0.655,0.271,0.115,0.774,0.274
Arkansas St.,SB,2018,NA,NA,30,11,0.366666667,104.1,113.7,0.2646,49.4,56,18.6,18.8,30.2,31.3,33.1,35.3,49.2,55.3,33.2,38.2,70.8,-15.2,0.171,0.494,0.075,0.234,0.334,0.049,0.489,0.571,0.637,0.822,0.468,0.36,0.434,0.055,0.248,0.078,0.725,0.148
Coastal Carolina,SB,2018,NA,NA,29,14,0.482758621,101,105.2,0.3849,49,49.6,22,18,34.2,28.4,38.8,40.2,48.4,47.4,33.3,34.9,68.9,-13.1,0.365,0.325,0.46,0.4,0.268,0.709,0.029,0.417,0.928,0.46,0.871,0.132,0.328,0.809,0.271,0.538,0.428,0.234
Georgia Southern,SB,2018,NA,NA,31,21,0.677419355,104.8,104,0.5225,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.9,-6.5,0.788,0.551,0.523,0.554,0.302,0.692,0.903,0.811,0.651,0.857,0.845,0.372,0.328,0.449,0.311,0.903,0.565,0.597
Little Rock,SB,2018,NA,NA,30,7,0.233333333,93.4,105,0.2063,47.4,50.8,21.7,19.9,28.3,31.2,32.1,40.5,47.3,49.4,31.8,35.1,66.2,-18,0.045,0.042,0.472,0.151,0.097,0.523,0.055,0.76,0.454,0.805,0.385,0.126,0.205,0.566,0.077,0.498,0.082,0.062
Louisiana Lafayette,SB,2018,NA,NA,32,27,0.84375,112.2,100.6,0.7774,52.7,49.1,18.3,19.6,35.9,27.9,38,36.1,52.4,48.5,35.4,33.6,71.6,-0.5,0.968,0.848,0.72,0.814,0.72,0.786,0.529,0.722,0.985,0.385,0.837,0.332,0.788,0.695,0.588,0.732,0.817,0.837
Louisiana Monroe,SB,2018,NA,NA,29,16,0.551724138,100.1,104.6,0.375,49.9,51.4,17.8,18.6,25.2,28.7,24.3,30.7,47,50.2,35.6,35.3,67.1,-9.5,0.528,0.297,0.498,0.394,0.408,0.435,0.629,0.534,0.182,0.5,0.008,0.689,0.171,0.469,0.614,0.455,0.182,0.462
South Alabama,SB,2018,NA,NA,30,14,0.466666667,96.8,101.2,0.3748,48.4,47.3,20.9,18.4,25.7,29.6,37.7,38,48.3,47.9,32.3,30.9,71.4,-12.4,0.345,0.134,0.692,0.391,0.194,0.918,0.098,0.5,0.237,0.617,0.82,0.229,0.322,0.76,0.131,0.986,0.791,0.274
Texas St.,SB,2018,NA,NA,31,15,0.483870968,99.7,104.2,0.3765,48.8,51.7,20.9,19.4,31.9,27.7,36.3,30,48.4,53.1,33.1,33,64,-12.9,0.377,0.277,0.512,0.397,0.237,0.378,0.098,0.685,0.794,0.351,0.737,0.746,0.328,0.192,0.242,0.846,0.011,0.254
Troy,SB,2018,NA,NA,31,16,0.516129032,104.7,105.9,0.4676,51.4,50.2,18,16.6,26.9,28.9,33.6,31.6,52.1,49.7,33.7,34,69.4,-10.5,0.454,0.537,0.432,0.494,0.56,0.6,0.592,0.191,0.322,0.525,0.522,0.629,0.76,0.54,0.32,0.663,0.5,0.391
UT Arlington,SB,2018,NA,NA,33,21,0.636363636,104.7,101.5,0.5886,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51,47.9,36.5,33.9,73.9,-6.2,0.7,0.537,0.669,0.637,0.697,0.769,0.195,0.668,0.697,0.351,0.625,0.389,0.608,0.76,0.722,0.675,0.957,0.62
Chattanooga,SC,2018,NA,NA,31,10,0.322580645,98.3,111.5,0.19,50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,48.6,55.8,34.8,36.2,66.7,-17.5,0.117,0.2,0.12,0.125,0.425,0.072,0.146,0.657,0.302,0.377,0.605,0.872,0.368,0.038,0.485,0.318,0.114,0.074
East Tennessee St.,SC,2018,NA,NA,32,25,0.78125,103.5,97.5,0.6652,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32,68.9,-3.1,0.928,0.462,0.84,0.688,0.814,0.938,0.246,0.862,0.685,0.351,0.468,0.498,0.911,0.886,0.471,0.94,0.428,0.754
Furman,SC,2018,NA,NA,31,23,0.741935484,108.1,100.8,0.6911,54.9,50.1,16.5,20.6,27,28.6,28.2,29.9,56.8,51.4,35.3,32,69.7,-4,0.871,0.722,0.712,0.731,0.922,0.629,0.878,0.862,0.328,0.477,0.111,0.752,0.977,0.329,0.565,0.94,0.545,0.717
Mercer,SC,2018,NA,NA,32,19,0.59375,111.1,110.5,0.5157,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,52.7,52.5,37.8,35.8,65.4,-8.2,0.591,0.828,0.16,0.545,0.874,0.22,0.429,0.177,0.757,0.094,0.702,0.469,0.822,0.223,0.865,0.378,0.04,0.5
Samford,SC,2018,NA,NA,30,10,0.333333333,106.5,119.4,0.211,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38,71.9,-15.3,0.125,0.642,0.009,0.157,0.888,0.009,0.369,0.548,0.16,0.974,0.271,0.849,0.845,0,0.797,0.106,0.837,0.142
The Citadel,SC,2018,NA,NA,29,11,0.379310345,100.8,114.7,0.1849,49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,47.9,57.4,33.4,37.3,78.9,-14.9,0.191,0.317,0.049,0.117,0.288,0.023,0.46,0.722,0.377,0.948,0.437,0.709,0.277,0.018,0.282,0.172,0.997,0.154
VMI,SC,2018,NA,NA,28,9,0.321428571,89.3,106.7,0.114,45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,43.7,52.1,32.3,34.6,70.1,-15.8,0.114,0.011,0.375,0.045,0.045,0.329,0.066,0.571,0.197,0.697,0.08,0.42,0.025,0.249,0.131,0.595,0.611,0.134
Western Carolina,SC,2018,NA,NA,30,12,0.4,95,108.1,0.1838,46.8,54.4,21.7,21,29,32.7,31.8,36.1,45.3,54.3,33,36.3,70.8,-11.7,0.222,0.08,0.278,0.108,0.074,0.126,0.055,0.894,0.531,0.902,0.354,0.332,0.085,0.095,0.231,0.3,0.725,0.317
Wofford,SC,2018,NA,NA,31,21,0.677419355,108,107.8,0.5047,55.2,53.3,18.2,18.7,25,27.1,28.5,34,50.9,52.4,40.2,36.4,67.1,-5.9,0.788,0.714,0.309,0.542,0.934,0.198,0.558,0.548,0.174,0.271,0.131,0.44,0.591,0.229,0.977,0.28,0.182,0.648
Georgia,SEC,2018,NA,NA,33,18,0.545454545,107.5,95.3,0.8007,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1,0.514,0.682,0.929,0.828,0.102,0.983,0.343,0.02,0.962,0.525,0.905,0.878,0.22,0.989,0.077,0.812,0.051,0.817
LSU,SEC,2018,NA,NA,33,18,0.545454545,114.2,102.7,0.7721,54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,56.3,52.6,34.6,35.3,69.5,-1.9,0.514,0.9,0.595,0.805,0.891,0.252,0.855,0.722,0.545,0.842,0.42,0.538,0.962,0.206,0.437,0.455,0.514,0.785
Mississippi,SEC,2018,NA,NA,32,12,0.375,110.4,103.9,0.6687,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,71,-7,0.182,0.8,0.526,0.691,0.182,0.412,0.915,0.294,0.742,0.748,0.54,0.278,0.377,0.743,0.094,0.118,0.745,0.565
Mississippi St.,SEC,2018,NA,NA,36,25,0.694444444,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0,0.808,0.831,0.875,0.865,0.674,0.875,0.369,0.702,0.817,0.748,0.348,0.772,0.931,0.829,0.062,0.786,0.388,0.854
South Carolina,SEC,2018,NA,NA,32,17,0.53125,104.7,94.8,0.759,46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1,0.477,0.537,0.949,0.791,0.054,0.749,0.246,0.894,0.9,0.32,0.977,0.052,0.02,0.655,0.337,0.746,0.557,0.754
Vanderbilt,SEC,2018,NA,NA,32,12,0.375,114.7,105.9,0.7142,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67,-6,0.182,0.917,0.432,0.745,0.614,0.303,0.635,0.034,0.485,0.351,0.731,0.306,0.588,0.415,0.565,0.163,0.171,0.642
Abilene Christian,Slnd,2018,NA,NA,28,16,0.571428571,96.5,106.6,0.2423,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,0.56,0.122,0.383,0.202,0.448,0.435,0.18,0.937,0.374,0.631,0.337,0.046,0.72,0.238,0.077,0.812,0.557,0.345
Central Arkansas,Slnd,2018,NA,NA,34,18,0.529411765,104.2,109.8,0.3542,51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36,73.9,-10.6,0.471,0.508,0.195,0.348,0.602,0.503,0.529,0.617,0.365,0.925,0.728,0.232,0.568,0.566,0.614,0.352,0.957,0.388
Houston Baptist,Slnd,2018,NA,NA,28,6,0.214285714,99.2,115.4,0.1491,46,56.1,18.8,18.8,34,31.2,35.5,38.6,44.4,54.2,32.8,39.7,74.6,-18.9,0.037,0.257,0.038,0.071,0.048,0.043,0.429,0.571,0.92,0.805,0.685,0.189,0.04,0.103,0.194,0.029,0.965,0.042
Incarnate Word,Slnd,2018,NA,NA,24,7,0.291666667,94.5,113.9,0.1047,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.5,0.088,0.068,0.069,0.042,0.111,0.286,0.009,0.365,0.322,0.988,0.937,0.455,0.088,0.432,0.437,0.138,0.697,0.1
Lamar,Slnd,2018,NA,NA,29,19,0.655172414,101.1,105.1,0.3909,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,46.7,51.3,34.4,35,68.8,-9.7,0.742,0.337,0.463,0.408,0.197,0.378,0.603,0.957,0.774,0.377,0.737,0.209,0.151,0.34,0.408,0.523,0.414,0.44
McNeese St.,Slnd,2018,NA,NA,25,12,0.48,99.2,111,0.2155,48.8,49.8,19,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35,71,-12.6,0.362,0.257,0.143,0.168,0.237,0.678,0.378,0.062,0.548,0.931,0.437,0.638,0.205,0.712,0.437,0.523,0.745,0.265
New Orleans,Slnd,2018,NA,NA,30,16,0.533333333,97,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,0.485,0.145,0.278,0.174,0.237,0.215,0.035,0.977,0.842,0.771,0.951,0.209,0.205,0.318,0.614,0.138,0.182,0.385
Nicholls St.,Slnd,2018,NA,NA,28,21,0.75,101.8,103.8,0.4465,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,51.6,49.7,34.8,34.1,75.2,-6.3,0.888,0.377,0.54,0.451,0.631,0.6,0.172,0.902,0.668,0.731,0.8,0.026,0.691,0.54,0.485,0.658,0.98,0.614
Northwestern St.,Slnd,2018,NA,NA,25,4,0.16,88.2,109.9,0.0743,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,70.5,-18.1,0.02,0.005,0.192,0.017,0.017,0.152,0,0.642,0.834,0.962,0.485,0.14,0.071,0.192,0.002,0.183,0.682,0.06
Sam Houston St.,Slnd,2018,NA,NA,32,21,0.65625,101,106.1,0.3629,48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,47,53.1,33.7,33.3,68.1,-9.4,0.748,0.325,0.423,0.371,0.171,0.366,0.429,0.788,0.837,0.311,0.554,0.249,0.171,0.192,0.32,0.786,0.325,0.471
Southeastern Louisiana,Slnd,2018,NA,NA,31,22,0.709677419,102.7,104.8,0.4426,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29,50.9,48.4,34.4,34.6,67.2,-6.5,0.825,0.431,0.486,0.448,0.542,0.709,0.258,0.811,0.591,0.942,0.662,0.82,0.591,0.712,0.408,0.595,0.2,0.597
Texas A&M Corpus Chris,Slnd,2018,NA,NA,26,11,0.423076923,93.7,107.9,0.1637,48.1,52.3,23,21.2,28.8,29.3,37,46.1,46.7,51.6,34.4,35.5,69,-14,0.26,0.051,0.303,0.085,0.162,0.315,0.015,0.911,0.505,0.58,0.785,0.018,0.151,0.318,0.408,0.415,0.448,0.191
Denver,Sum,2018,NA,NA,28,15,0.535714286,102,105.2,0.4133,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37,49.2,52,39.5,33.5,67.5,-9.6,0.5,0.4,0.46,0.425,0.691,0.443,0.043,0.094,0.677,0.094,0.445,0.269,0.434,0.255,0.948,0.746,0.24,0.454
Fort Wayne,Sum,2018,NA,NA,29,18,0.620689655,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,0.668,0.662,0.266,0.488,0.745,0.169,0.929,0.76,0.222,0.217,0.342,0.772,0.648,0.163,0.731,0.28,0.942,0.5
Nebraska Omaha,Sum,2018,NA,NA,29,9,0.310344828,103,114.6,0.2275,51.3,55.8,18,15.7,24.9,30.7,27.3,28.2,50,54.7,35.8,38.4,71.7,-13.9,0.102,0.442,0.052,0.185,0.557,0.055,0.592,0.094,0.165,0.748,0.068,0.86,0.514,0.072,0.651,0.066,0.825,0.194
North Dakota St.,Sum,2018,NA,NA,29,15,0.517241379,103.3,104.9,0.4541,53.7,49.6,18.4,14.4,23,25.2,30.4,33.5,52.5,47.8,36.8,35.3,67.6,-10,0.462,0.454,0.478,0.474,0.805,0.709,0.518,0.014,0.091,0.114,0.237,0.48,0.802,0.772,0.751,0.455,0.254,0.422
Oral Roberts,Sum,2018,NA,NA,28,11,0.392857143,104.8,111.8,0.3222,48.9,54.2,19,15.3,35,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12,0.211,0.551,0.118,0.302,0.254,0.146,0.378,0.065,0.968,0.771,0.008,0.658,0.254,0.129,0.397,0.263,0.114,0.3
South Dakota,Sum,2018,NA,NA,31,26,0.838709677,108.3,98.6,0.7458,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,51.9,47.1,35,33.7,71.7,-1.8,0.965,0.725,0.798,0.78,0.654,0.86,0.929,0.76,0.565,0.271,0.702,0.772,0.72,0.838,0.522,0.712,0.825,0.791
Western Illinois,Sum,2018,NA,NA,24,12,0.5,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11,0.402,0.12,0.423,0.211,0.408,0.458,0.489,0.02,0,0.285,0.117,0.809,0.368,0.629,0.511,0.258,0.477,0.357
Alabama A&M,SWAC,2018,NA,NA,31,3,0.096774194,87.6,115,0.0419,45,54,24.2,16.6,30,32.5,31.4,29.8,44.8,52.3,30.3,38.4,67.5,-23,0,0.002,0.043,0.002,0.034,0.16,0.003,0.191,0.62,0.891,0.331,0.76,0.06,0.238,0.028,0.066,0.24,0.002
Alabama St.,SWAC,2018,NA,NA,31,8,0.258064516,94.3,115.9,0.0858,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2,0.068,0.06,0.032,0.025,0.062,0.358,0.215,0.482,0.794,0.968,0.651,0.015,0.08,0.566,0.194,0.123,0.645,0.057
Alcorn St.,SWAC,2018,NA,NA,28,11,0.392857143,94.4,114.4,0.0992,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,0.211,0.065,0.06,0.04,0.182,0.329,0.112,0.394,0.351,0.925,0.528,0.14,0.268,0.449,0.185,0.3,0.477,0.105
Arkansas Pine Bluff,SWAC,2018,NA,NA,35,14,0.4,92.7,110.2,0.1208,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3,0.222,0.031,0.18,0.051,0.365,0.769,0.146,0.988,0.1,1,0.762,0.035,0.477,0.6,0.205,0.86,0.414,0.108
Grambling St.,SWAC,2018,NA,NA,30,17,0.566666667,93.2,106.4,0.1789,45.6,49.1,21,20.2,32,30.5,40.7,42.9,44.5,50,32.6,31.7,73,-10,0.551,0.037,0.392,0.105,0.04,0.786,0.078,0.797,0.805,0.714,0.928,0.055,0.042,0.5,0.16,0.963,0.92,0.422
