TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Houston Baptist,Slnd,2016,NA,NA,30,13,0.433333333,100.2,112.8,0.2027,50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,49.3,49.1,35.5,36.3,71.1,-10.8,0.385,0.337,0.095,0.171,0.591,0.389,0.072,0.237,0.5,0.782,0.968,0.523,0.585,0.469,0.611,0.255,0.768,0.377
Incarnate Word,Slnd,2016,NA,NA,25,14,0.56,99.6,110.7,0.2274,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.3,0.611,0.291,0.163,0.194,0.508,0.146,0.572,0.508,0.037,0.345,0.42,0.438,0.082,0.129,0.948,0.315,0.391,0.594
Lamar,Slnd,2016,NA,NA,26,7,0.269230769,95.3,112.8,0.1254,47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9,0.151,0.111,0.095,0.048,0.205,0.22,0.12,0.74,0.84,0.782,0.897,0.052,0.285,0.22,0.245,0.36,0.908,0.128
McNeese St.,Slnd,2016,NA,NA,26,7,0.269230769,97,114.5,0.1298,46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,44.9,50.8,33.2,37.3,69.3,-14.1,0.151,0.162,0.038,0.062,0.148,0.175,0.606,0.165,0.342,0.877,0.471,0.472,0.111,0.275,0.305,0.138,0.557,0.191
New Orleans,Slnd,2016,NA,NA,27,7,0.259259259,95.3,111.8,0.1371,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,43.8,51.5,32.5,37,72.7,-16.5,0.125,0.111,0.12,0.074,0.06,0.146,0.215,0.945,0.897,0.894,0.911,0.135,0.051,0.203,0.228,0.175,0.9,0.1
Nicholls St.,Slnd,2016,NA,NA,31,8,0.258064516,91.2,107.2,0.1355,47.1,50.8,22,18.2,25,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7,0.12,0.04,0.326,0.068,0.177,0.412,0.023,0.508,0.128,0.931,0.762,0.315,0.38,0.438,0.102,0.315,0.631,0.088
Northwestern St.,Slnd,2016,NA,NA,24,5,0.208333333,100.8,118.2,0.1378,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,74.2,-14.4,0.042,0.38,0,0.077,0.557,0.023,0.249,0.594,0.282,0.997,0.391,0.558,0.611,0.018,0.465,0.158,0.968,0.185
Sam Houston St.,Slnd,2016,NA,NA,30,15,0.5,101.1,107.4,0.3323,49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,48,50.9,34.1,35.6,67.8,-8.9,0.491,0.397,0.309,0.334,0.417,0.229,0.746,0.617,0.428,0.011,0.485,0.089,0.411,0.269,0.422,0.36,0.308,0.48
Southeastern Louisiana,Slnd,2016,NA,NA,31,10,0.322580645,96.2,112.1,0.1468,51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,49.1,49.5,36.5,37.5,69,-15.8,0.217,0.122,0.106,0.085,0.642,0.192,0.049,0.697,0.477,0.9,0.522,0.183,0.554,0.423,0.765,0.106,0.52,0.137
Texas A&M Corpus Chris,Slnd,2016,NA,NA,31,23,0.741935484,100.7,103.4,0.4251,49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,48.2,46.6,34.1,35.2,69.3,-1.9,0.9,0.362,0.52,0.454,0.402,0.68,0.606,0.98,0.628,0.88,0.585,0.098,0.431,0.763,0.422,0.44,0.557,0.76
Denver,Sum,2016,NA,NA,31,16,0.516129032,102.2,103.7,0.4573,55.7,52,20.8,22.7,20,31,36.6,43.3,54.3,49.9,38.3,37.2,62,-10.2,0.525,0.457,0.506,0.482,0.971,0.22,0.092,0.985,0.011,0.671,0.485,0.126,0.954,0.378,0.925,0.149,0.002,0.417
IPFW,Sum,2016,NA,NA,32,22,0.6875,110.4,108.4,0.5522,54,52.9,17.3,15.7,28.1,26.5,33.4,30,49,50.2,40.3,38.7,70.3,-2.7,0.828,0.814,0.252,0.591,0.917,0.146,0.683,0.102,0.342,0.14,0.254,0.878,0.54,0.335,0.974,0.04,0.694,0.74
IUPUI,Sum,2016,NA,NA,31,12,0.387096774,97.8,102.1,0.3794,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-11,0.305,0.185,0.606,0.397,0.165,0.352,0.34,0.497,0.3,0.26,0.168,0.358,0.174,0.232,0.311,0.649,0.611,0.362
Nebraska Omaha,Sum,2016,NA,NA,30,16,0.533333333,108.1,107.8,0.5084,51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,52.6,52.7,33.6,35.9,77.2,-7.6,0.562,0.705,0.289,0.542,0.771,0.12,0.789,0.851,0.342,0.754,0.897,0.409,0.888,0.112,0.354,0.315,0.985,0.531
North Dakota St.,Sum,2016,NA,NA,31,18,0.580645161,100.1,99.8,0.5098,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7.2,0.645,0.325,0.706,0.554,0.508,0.806,0.863,0.268,0.16,0.111,0.288,0.809,0.554,0.715,0.422,0.843,0.06,0.548
Oral Roberts,Sum,2016,NA,NA,29,12,0.413793103,106.4,107,0.485,50.5,52.1,17.3,15.9,28.1,30,36.6,33,48,50.2,38,37.4,69.8,-9.4,0.345,0.645,0.34,0.511,0.591,0.192,0.683,0.128,0.342,0.522,0.485,0.752,0.411,0.335,0.888,0.132,0.631,0.454
South Dakota,Sum,2016,NA,NA,30,12,0.4,104.7,109.9,0.3625,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,71.5,-11.6,0.328,0.548,0.186,0.365,0.734,0.046,0.823,0.671,0.128,0.554,0.071,0.238,0.722,0.269,0.748,0.018,0.828,0.325
Western Illinois,Sum,2016,NA,NA,24,7,0.291666667,99.5,106.2,0.3205,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,68.6,-11.4,0.188,0.288,0.389,0.314,0.417,0.48,0.483,0.068,0.154,0.162,0.174,0.166,0.214,0.789,0.877,0.026,0.46,0.34
Alabama A&M,SWAC,2016,NA,NA,28,10,0.357142857,98.3,113.6,0.1599,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,49,51.7,28.4,32.1,66.2,-15.1,0.277,0.211,0.06,0.108,0.134,0.446,0.623,0.282,0.685,0.762,0.651,0.326,0.54,0.178,0.014,0.878,0.117,0.162
Alabama St.,SWAC,2016,NA,NA,29,12,0.413793103,98,110.8,0.197,45.8,51.2,17.2,18.3,31.4,30,31.7,45,43.6,51.6,33.3,33.7,69.8,-13.1,0.345,0.197,0.16,0.168,0.102,0.332,0.695,0.537,0.665,0.522,0.148,0.08,0.04,0.192,0.311,0.678,0.631,0.254
Alcorn St.,SWAC,2016,NA,NA,28,13,0.464285714,96.8,111.5,0.1647,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,45.3,48.6,30.8,37,66.5,-11.5,0.428,0.148,0.129,0.122,0.091,0.369,0.072,0.345,0.897,0.782,0.651,0.315,0.145,0.555,0.091,0.175,0.151,0.337
Arkansas Pine Bluff,SWAC,2016,NA,NA,33,8,0.242424242,87.8,109.6,0.0719,45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,44.7,49.6,30.3,32.3,65.8,-17.8,0.105,0.011,0.198,0.011,0.057,0.643,0.003,0.837,0.3,0.994,0.071,0.009,0.082,0.403,0.062,0.855,0.094,0.051
Grambling St.,SWAC,2016,NA,NA,28,4,0.142857143,85.9,110.5,0.0523,43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,45.3,51.5,27.4,33.1,66.9,-19.7,0.02,0.002,0.178,0.002,0.02,0.412,0.04,0.82,0.111,0.842,0.96,0.206,0.145,0.203,0.002,0.76,0.2,0.017
Jackson St.,SWAC,2016,NA,NA,34,18,0.529411765,94.1,101.1,0.3056,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7,0.542,0.082,0.635,0.282,0.094,0.949,0.572,0.891,0.762,0.3,0.077,0.032,0.157,0.906,0.091,0.912,0.365,0.38
Mississippi Valley St.,SWAC,2016,NA,NA,35,8,0.228571429,90.2,111,0.0844,43,51,18.5,19.4,27.1,34.6,31.3,35.2,42,54.5,30.3,30.3,72.2,-21.6,0.077,0.025,0.146,0.017,0.011,0.369,0.432,0.74,0.26,0.94,0.128,0.629,0.011,0.026,0.062,0.98,0.854,0.002
Prairie View A&M,SWAC,2016,NA,NA,31,7,0.225806452,88.3,107.1,0.0987,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,42.1,53,27.3,30.6,69.7,-18.3,0.068,0.014,0.335,0.028,0.002,0.423,0.035,0.991,0.605,0.988,0.477,0.04,0.014,0.086,0,0.969,0.622,0.042
Texas Southern,SWAC,2016,NA,NA,33,18,0.545454545,105,108.7,0.4028,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,68.4,-7.7,0.574,0.56,0.24,0.42,0.757,0.643,0.28,0.114,0.925,0.3,0.822,0.992,0.868,0.538,0.38,0.698,0.405,0.528
Chicago St.,WAC,2016,NA,NA,29,1,0.034482759,90.8,112.5,0.0786,42.6,54.5,20.4,19,29.5,33.4,28.1,43.6,40.9,51.8,30.1,38.7,70.4,-21.2,0,0.034,0.1,0.014,0.005,0.043,0.135,0.671,0.488,0.885,0.031,0.118,0.008,0.172,0.048,0.04,0.705,0.005
Grand Canyon,WAC,2016,NA,NA,32,25,0.78125,103.1,100.7,0.5683,49.8,48.1,16.9,19.1,32,27.3,41.5,35.1,48.3,48.4,35.6,31.7,69.5,-1,0.954,0.497,0.66,0.608,0.488,0.766,0.746,0.697,0.722,0.188,0.822,0.64,0.44,0.58,0.622,0.903,0.591,0.802
New Mexico St.,WAC,2016,NA,NA,32,21,0.65625,101.3,95.9,0.6525,50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,0.788,0.411,0.898,0.685,0.557,0.969,0.158,0.185,0.931,0.04,0.508,0.915,0.734,0.978,0.228,0.698,0.145,0.7
Seattle,WAC,2016,NA,NA,30,13,0.433333333,94,104.9,0.2194,47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,44.7,47.7,35.5,33.9,66.7,-11.2,0.385,0.08,0.449,0.188,0.211,0.652,0.006,0.645,0.785,0.722,0.448,0.652,0.082,0.66,0.611,0.629,0.174,0.348
UMKC,WAC,2016,NA,NA,28,9,0.321428571,101.9,110.6,0.2797,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,45.5,48.9,36.8,35.1,67.1,-12.9,0.211,0.442,0.172,0.257,0.351,0.455,0.266,0.32,0.797,0.697,0.4,0.106,0.162,0.503,0.808,0.452,0.231,0.26
UT Rio Grande Valley,WAC,2016,NA,NA,27,5,0.185185185,94.1,115.4,0.0872,47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,45.7,51.9,33.1,35,68.5,-17,0.028,0.082,0.032,0.02,0.185,0.192,0.606,0.028,0.048,0.962,0.054,0.835,0.188,0.163,0.294,0.463,0.434,0.08
Utah Valley,WAC,2016,NA,NA,27,9,0.333333333,99.4,109.8,0.241,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,46.3,50.3,34.6,32.6,75.3,-12.2,0.228,0.274,0.189,0.211,0.337,0.509,0.669,0.228,0.045,0.671,0.34,0.472,0.242,0.312,0.508,0.82,0.982,0.305
BYU,WCC,2016,NA,NA,36,25,0.694444444,112,98.1,0.8223,52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,50.2,47,38.4,33.7,74.4,-1.5,0.84,0.857,0.809,0.857,0.862,0.746,0.915,0.44,0.645,0.045,0.4,0.803,0.697,0.738,0.931,0.678,0.971,0.771
Loyola Marymount,WCC,2016,NA,NA,30,13,0.433333333,103.5,106.6,0.4174,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-9,0.385,0.52,0.36,0.442,0.211,0.089,0.863,0.837,0.442,0.762,0.034,0.149,0.188,0.192,0.391,0.098,0.405,0.471
Pacific,WCC,2016,NA,NA,26,6,0.230769231,99.9,103.8,0.3924,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.7,0.08,0.317,0.503,0.417,0.374,0.48,0.198,0.211,0.391,0.46,0.651,0.02,0.585,0.715,0.2,0.22,0.285,0.271
Pepperdine,WCC,2016,NA,NA,31,17,0.548387097,105.6,102.7,0.5793,49,49.8,16,16.1,30.3,29.8,41.1,31.4,48.3,50.2,34,32.6,68.4,-5,0.588,0.6,0.558,0.622,0.374,0.526,0.883,0.165,0.557,0.494,0.802,0.823,0.44,0.335,0.414,0.82,0.405,0.665
Portland,WCC,2016,NA,NA,31,11,0.35483871,107.6,109.2,0.4588,49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,47,49.4,36.3,38.5,72.8,-12.3,0.265,0.685,0.215,0.488,0.508,0.169,0.763,0.548,0.605,0.92,0.134,0.206,0.305,0.432,0.714,0.052,0.908,0.294
Saint Mary's,WCC,2016,NA,NA,34,28,0.823529412,117.6,98.6,0.883,58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,56.4,44.8,41,32.7,62.5,2,0.98,0.957,0.786,0.917,0.994,0.923,0.943,0.088,0.525,0.142,0.042,0.995,0.988,0.892,0.985,0.806,0.011,0.905
San Diego,WCC,2016,NA,NA,29,8,0.275862069,92.8,101,0.2743,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,67,-13.5,0.157,0.062,0.638,0.254,0.068,0.498,0.106,0.362,0.18,0.345,0.288,0.178,0.222,0.626,0.028,0.269,0.217,0.237
San Francisco,WCC,2016,NA,NA,29,14,0.482758621,105.5,109.6,0.3908,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,71.1,-8.4,0.465,0.582,0.198,0.405,0.528,0.26,0.572,0.148,0.84,0.554,0.694,0.589,0.474,0.649,0.565,0.049,0.768,0.505
Santa Clara,WCC,2016,NA,NA,30,10,0.333333333,101.1,107.2,0.3383,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,66.5,-11.9,0.228,0.397,0.326,0.345,0.26,0.412,0.746,0.237,0.085,0.522,0.28,0.515,0.14,0.306,0.534,0.56,0.151,0.317
Saint Joseph's,A10,2016,R32,8,36,28,0.777777778,114.2,97.6,0.86,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25,52.3,49.2,32.7,31.1,70.9,3.4,0.948,0.917,0.835,0.891,0.657,0.766,0.992,0.165,0.365,0.082,0.557,0.983,0.868,0.449,0.26,0.946,0.751,0.934
VCU,A10,2016,R32,10,36,25,0.694444444,112.1,94.2,0.8811,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,0.84,0.86,0.938,0.914,0.637,0.643,0.846,0.945,0.834,0.217,0.182,0.515,0.677,0.555,0.574,0.678,0.694,0.84
Connecticut,Amer,2016,R32,9,36,25,0.694444444,110.5,93.4,0.8732,51.5,44.5,16.3,18.2,28.6,29.1,29.6,35.4,49.9,42,36.5,32.6,66.9,1.2,0.84,0.817,0.958,0.908,0.705,0.986,0.846,0.508,0.405,0.382,0.054,0.62,0.657,0.983,0.765,0.82,0.2,0.894
Iowa,B10,2016,R32,7,33,22,0.666666667,114.4,95.8,0.8853,51.3,48,14.8,18.8,31.9,31.3,33,25,48.7,48.7,37.4,31.3,69.8,2,0.8,0.92,0.9,0.922,0.68,0.775,0.972,0.628,0.708,0.722,0.225,0.983,0.5,0.538,0.862,0.929,0.631,0.905
Butler,BE,2016,R32,9,33,22,0.666666667,118.2,98.6,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2,0.8,0.96,0.786,0.928,0.848,0.54,0.983,0.594,0.748,0.197,0.702,0.589,0.657,0.469,0.96,0.649,0.54,0.905
Providence,BE,2016,R32,9,35,24,0.685714286,108.7,95.4,0.8193,48,49.3,16.1,20.6,30.4,30.3,37.3,28,48,49.8,32.1,32.3,69.3,3.4,0.825,0.734,0.915,0.848,0.274,0.626,0.878,0.88,0.568,0.571,0.548,0.938,0.411,0.38,0.185,0.855,0.557,0.934
Xavier,BE,2016,R32,2,34,28,0.823529412,117,94.3,0.9229,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,0.98,0.945,0.935,0.965,0.697,0.795,0.669,0.734,0.92,0.097,0.845,0.706,0.64,0.555,0.714,0.946,0.871,0.985
Hawaii,BW,2016,R32,13,32,26,0.8125,106.9,95,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30,71.4,0.8,0.974,0.671,0.926,0.828,0.771,0.963,0.5,0.794,0.568,0.131,0.977,0.278,0.945,0.892,0.2,0.989,0.82,0.888
Middle Tennessee,CUSA,2016,R32,15,33,23,0.696969697,103.9,99.5,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48,39.2,34.7,68.5,-3.2,0.851,0.522,0.723,0.662,0.734,0.612,0.718,0.74,0.414,0.08,0.365,0.166,0.394,0.632,0.954,0.523,0.434,0.734
Yale,Ivy,2016,R32,12,29,22,0.75862069,109.1,95.6,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36,32.7,66.8,-0.1,0.934,0.754,0.912,0.854,0.808,0.886,0.192,0.44,0.988,0.017,0.845,0.74,0.814,0.86,0.677,0.806,0.188,0.84
Northern Iowa,MVC,2016,R32,11,35,22,0.628571429,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,0.76,0.774,0.869,0.84,0.877,0.7,0.958,0.568,0,0.194,0.305,0.989,0.8,0.503,0.84,0.843,0.014,0.751
Wichita St.,MVC,2016,R32,11,34,25,0.735294118,110.3,87.8,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,0.885,0.802,1,0.977,0.365,0.975,0.978,0.988,0.694,0.008,0.557,0.069,0.571,0.98,0.211,0.806,0.188,0.865
Utah,P12,2016,R32,3,35,26,0.742857143,115.8,97.3,0.8807,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,66.9,5.6,0.908,0.937,0.846,0.911,0.96,0.775,0.483,0.074,0.462,0.228,0.608,1,0.98,0.912,0.714,0.158,0.2,0.971
Arkansas Little Rock,SB,2016,R32,12,33,28,0.848484848,107.6,96.7,0.7732,51.9,45.9,15.6,21,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,0.994,0.685,0.869,0.805,0.771,0.935,0.926,0.922,0.228,0.442,0.14,0.429,0.531,0.84,0.902,0.963,0.017,0.914
Kentucky,SEC,2016,R32,4,36,27,0.75,123.2,95.1,0.9517,53.5,44.5,16.2,18,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5,0.92,0.997,0.923,0.988,0.888,0.986,0.863,0.471,0.962,0.782,0.597,0.246,0.917,0.972,0.785,0.82,0.365,0.962
Stephen F. Austin,Slnd,2016,R32,14,30,24,0.8,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,0.965,0.802,0.875,0.862,0.951,0.6,0.606,1,0.851,0.637,0.317,0.278,0.96,0.389,0.82,0.783,0.365,0.785
Dayton,A10,2016,R64,7,33,25,0.757575758,105.5,92.6,0.8184,51.6,46.9,18.6,18,28.7,24.2,40.8,32.8,51.5,43.7,34.4,34.9,68.5,2.4,0.931,0.582,0.972,0.845,0.722,0.863,0.4,0.471,0.414,0.014,0.785,0.766,0.822,0.943,0.48,0.486,0.434,0.925
Pittsburgh,ACC,2016,R64,10,32,20,0.625,113.9,96.9,0.8659,51.1,50,17.5,16.9,36.9,27.5,36.1,32.4,50.4,48.4,35,35.4,66.3,1.8,0.745,0.911,0.858,0.9,0.642,0.498,0.643,0.268,0.948,0.197,0.454,0.778,0.711,0.58,0.557,0.403,0.128,0.9
Stony Brook,AE,2016,R64,13,31,24,0.774193548,104.6,99.2,0.648,52.2,47.6,17.3,18.4,34.8,26,32.2,27.6,50.7,45.8,37.2,34.1,67.8,-1.1,0.945,0.545,0.743,0.68,0.808,0.812,0.683,0.548,0.897,0.097,0.182,0.946,0.734,0.829,0.84,0.603,0.308,0.797
Cincinnati,Amer,2016,R64,9,33,22,0.666666667,110,93.5,0.866,49.3,45.6,16.3,20.3,36.7,30.6,33.2,27,47.7,41.3,34.8,35.7,66,0.3,0.8,0.788,0.952,0.902,0.417,0.938,0.846,0.851,0.945,0.611,0.237,0.963,0.38,1,0.534,0.338,0.105,0.871
Temple,Amer,2016,R64,10,33,21,0.636363636,106.3,97.4,0.7318,47,46.4,13.8,16.2,29.1,29.7,26.6,28.7,44.9,46.3,33.7,31.2,66.5,-0.1,0.768,0.637,0.838,0.765,0.171,0.915,0.998,0.185,0.448,0.477,0.008,0.909,0.111,0.798,0.368,0.938,0.151,0.84
Florida Gulf Coast,ASun,2016,R64,16,31,17,0.548387097,102.9,102.4,0.5136,51.5,47.7,17.2,15.9,31.7,27.5,37.3,35.3,51.5,48.3,34.2,31.2,68,-8.4,0.588,0.477,0.578,0.56,0.705,0.806,0.695,0.128,0.694,0.197,0.548,0.623,0.822,0.592,0.457,0.938,0.337,0.505
Michigan,B10,2016,R64,11,35,22,0.628571429,113.4,99.4,0.82,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,52.6,51.1,38,34.7,66.3,0.8,0.76,0.897,0.732,0.851,0.942,0.306,0.983,0.462,0.105,0.131,0.022,0.963,0.888,0.249,0.888,0.523,0.128,0.888
Michigan St.,B10,2016,R64,2,35,29,0.828571429,122.5,96,0.9428,56.3,43.3,17.6,14.2,37.1,24.3,30,34.1,51.4,41.7,43.4,31,67.6,7.2,0.988,0.991,0.895,0.985,0.982,0.995,0.623,0.017,0.957,0.017,0.065,0.692,0.814,0.986,1,0.955,0.285,0.98
Purdue,B10,2016,R64,5,35,26,0.742857143,117.2,93.4,0.9316,53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,52.8,42.9,36.7,31.4,68.9,4.4,0.908,0.948,0.958,0.974,0.894,0.992,0.606,0.008,0.914,0.005,0.408,0.929,0.914,0.958,0.794,0.918,0.497,0.96
Baylor,B12,2016,R64,5,33,21,0.636363636,119.3,99.2,0.8924,51.6,51.2,18.6,19.8,40,28.8,38.6,38.6,49.8,49.1,37.4,36.9,67.4,3.5,0.768,0.971,0.743,0.931,0.722,0.332,0.4,0.794,0.991,0.345,0.677,0.395,0.64,0.469,0.862,0.189,0.268,0.942
Texas,B12,2016,R64,6,33,20,0.606060606,112.2,95.6,0.8627,49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,48.5,45.8,34.1,34.5,66.3,3.2,0.705,0.865,0.912,0.897,0.437,0.806,0.943,0.568,0.605,0.8,0.714,0.423,0.474,0.829,0.422,0.549,0.128,0.928
Texas Tech,B12,2016,R64,8,32,19,0.59375,113.1,98.9,0.8227,50,49.6,17.8,19,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,0.68,0.891,0.766,0.86,0.528,0.566,0.572,0.671,0.654,0.822,0.871,0.758,0.571,0.715,0.508,0.36,0.242,0.897
West Virginia,B12,2016,R64,3,35,26,0.742857143,114.8,90.4,0.9396,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70.9,7.4,0.908,0.928,0.992,0.982,0.488,0.735,0.172,0.997,1,0.168,0.988,0,0.702,0.66,0.228,0.76,0.751,0.982
Seton Hall,BE,2016,R64,6,34,25,0.735294118,110.8,91.4,0.9014,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,70.4,5.3,0.885,0.825,0.98,0.94,0.488,0.952,0.266,0.757,0.894,0.651,0.762,0.7,0.514,0.932,0.52,0.903,0.705,0.968
Weber St.,BSky,2016,R64,15,32,23,0.71875,101.7,99.5,0.5599,54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,55.3,45.2,35.5,35.6,67.7,-3.7,0.868,0.431,0.723,0.6,0.942,0.826,0.229,0.091,0.171,0.068,0.982,0.929,0.971,0.875,0.611,0.36,0.297,0.717
UNC Asheville,BSth,2016,R64,15,32,20,0.625,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33,50.2,52.1,32.1,29.6,71,-6.3,0.745,0.408,0.732,0.585,0.465,0.626,0.4,0.968,0.685,0.402,0.857,0.752,0.697,0.155,0.185,0.992,0.76,0.594
UNC Wilmington,CAA,2016,R64,13,31,23,0.741935484,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51,46.1,34.4,33.9,71.3,-0.7,0.9,0.762,0.646,0.742,0.657,0.818,0.898,0.808,0.728,0.542,0.425,0.003,0.762,0.815,0.48,0.629,0.794,0.822
Green Bay,Horz,2016,R64,14,34,21,0.617647059,106.9,104.2,0.5729,49.8,51.5,15.8,21.1,30.9,32,42.2,35.8,48.5,50,35,36.3,77.3,-4.5,0.725,0.671,0.483,0.614,0.488,0.286,0.915,0.934,0.628,0.8,0.871,0.589,0.474,0.363,0.557,0.255,0.988,0.682
Iona,MAAC,2016,R64,13,33,22,0.666666667,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31,32.4,36.3,52.5,46,37,35.8,72.6,-3.6,0.8,0.754,0.606,0.7,0.908,0.689,0.623,0.711,0.462,0.671,0.205,0.549,0.88,0.82,0.825,0.32,0.897,0.72
Buffalo,MAC,2016,R64,14,34,19,0.558823529,105.1,102.4,0.5746,49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,49,48.8,33.7,34.3,72.9,-5.8,0.6,0.571,0.578,0.617,0.465,0.526,0.366,0.42,0.702,0.34,0.84,0.46,0.54,0.515,0.368,0.58,0.917,0.631
Hampton,MEAC,2016,R64,16,31,20,0.64516129,98.2,107.5,0.2615,46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,47.3,47.5,30.5,33.8,71.9,-6.3,0.777,0.208,0.298,0.237,0.148,0.709,0.375,0.237,0.885,0.174,0.811,0.603,0.348,0.692,0.085,0.649,0.845,0.594
Fresno St.,MWC,2016,R64,14,33,23,0.696969697,106.3,100.1,0.6646,48.4,48.8,15.1,21,30,29.7,37.7,46.4,47,48.4,34.4,33,69.8,-0.9,0.851,0.637,0.683,0.688,0.311,0.689,0.966,0.922,0.542,0.477,0.585,0.06,0.305,0.58,0.48,0.772,0.631,0.811
