TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
William & Mary,CAA,2017,NA,NA,29,17,0.586206897,111.5,108.7,0.5703,56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,55.8,51,37.8,36.1,72,-6.8,,,,,,,,,,,,,,,,,,
Charlotte,CUSA,2017,NA,NA,29,13,0.448275862,101.6,107.5,0.3434,50.5,52.3,16.1,18.3,20.3,31,34,35.6,47.5,51.7,37.5,35.8,74.1,-10.6,,,,,,,,,,,,,,,,,,
FIU,CUSA,2017,NA,NA,29,7,0.24137931,102.5,111.8,0.2684,49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,50.2,52.6,32.4,36.3,66.2,-18.9,,,,,,,,,,,,,,,,,,
Florida Atlantic,CUSA,2017,NA,NA,28,10,0.357142857,97.7,107.5,0.2501,46,51,16.6,17.7,26.9,31.2,30.4,35.9,45.5,49.2,31.4,37,70.3,-14.6,,,,,,,,,,,,,,,,,,
Louisiana Tech,CUSA,2017,NA,NA,31,23,0.741935484,106.4,99.8,0.6767,53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,52,45.8,37.1,34.7,70,-4.8,,,,,,,,,,,,,,,,,,
Marshall,CUSA,2017,NA,NA,34,20,0.588235294,109.5,108.6,0.5247,53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,51.8,51.3,37.4,34.6,78.9,-7.4,,,,,,,,,,,,,,,,,,
North Texas,CUSA,2017,NA,NA,28,8,0.285714286,95.9,109.6,0.1772,47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,47.3,49.6,31.7,34.6,71.2,-17.6,,,,,,,,,,,,,,,,,,
Old Dominion,CUSA,2017,NA,NA,31,19,0.612903226,99.7,96.3,0.5996,45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,44.5,44,32.4,33.6,62.6,-5.7,,,,,,,,,,,,,,,,,,
Rice,CUSA,2017,NA,NA,33,23,0.696969697,106.3,107.4,0.4701,53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,50.9,49.7,38.9,33.9,73.9,-6.2,,,,,,,,,,,,,,,,,,
Southern Miss,CUSA,2017,NA,NA,29,9,0.310344828,92.4,109.2,0.1278,45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,45.4,49.4,29.6,37.4,66.9,-16.7,,,,,,,,,,,,,,,,,,
UAB,CUSA,2017,NA,NA,32,17,0.53125,103.1,105.1,0.4449,51.3,49.8,20,17.3,30,28.1,37.7,29.4,51.3,48.8,34.1,34.2,67.8,-9.4,,,,,,,,,,,,,,,,,,
UTEP,CUSA,2017,NA,NA,31,15,0.483870968,100.1,102.2,0.4419,51.8,49.5,19,17.5,22.2,25,36.3,39.1,51.9,48.5,34.3,34,67.5,-11.6,,,,,,,,,,,,,,,,,,
UTSA,CUSA,2017,NA,NA,31,14,0.451612903,94.7,102.3,0.2925,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,43.7,48.4,26.7,34.8,69.5,-13.3,,,,,,,,,,,,,,,,,,
Western Kentucky,CUSA,2017,NA,NA,32,15,0.46875,102.5,107.8,0.3572,50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,48.5,50.4,35.4,36.8,67.5,-11,,,,,,,,,,,,,,,,,,
Cleveland St.,Horz,2017,NA,NA,30,9,0.3,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,,,,,,,,,,,,,,,,,,
Detroit,Horz,2017,NA,NA,30,8,0.266666667,102.1,113.6,0.2272,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,48.4,57.3,37,37.6,73.8,-17.1,,,,,,,,,,,,,,,,,,
Green Bay,Horz,2017,NA,NA,30,18,0.6,100.8,102.8,0.443,48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,48.7,48.7,31.6,36.3,75.5,-7.7,,,,,,,,,,,,,,,,,,
Illinois Chicago,Horz,2017,NA,NA,34,17,0.5,100.4,106.7,0.3324,50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,47.6,45.7,37,36,73.2,-13.3,,,,,,,,,,,,,,,,,,
Milwaukee,Horz,2017,NA,NA,34,11,0.323529412,98.9,107.8,0.2696,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.8,,,,,,,,,,,,,,,,,,
Oakland,Horz,2017,NA,NA,32,25,0.78125,103.8,99.2,0.6289,51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,51.9,45.3,33.3,32.2,73.4,-3.6,,,,,,,,,,,,,,,,,,
Valparaiso,Horz,2017,NA,NA,32,24,0.75,104.5,99.9,0.6272,50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,50.5,46.4,33,32.8,68.7,-2,,,,,,,,,,,,,,,,,,
Wright St.,Horz,2017,NA,NA,30,20,0.666666667,105.3,105.4,0.4963,52,52,20.4,19.5,29.4,26.5,38,37.1,49.4,52,37.2,34.8,70.5,-6.8,,,,,,,,,,,,,,,,,,
Youngstown St.,Horz,2017,NA,NA,32,13,0.40625,101,112.8,0.2204,49.1,53,16,16.4,26.3,31.4,25.9,29.1,49,53.5,32.8,34.6,73.1,-15.4,,,,,,,,,,,,,,,,,,
Brown,Ivy,2017,NA,NA,28,13,0.464285714,102.5,113.1,0.2434,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49,58.6,35.6,37.4,72.7,-11.6,,,,,,,,,,,,,,,,,,
Columbia,Ivy,2017,NA,NA,26,11,0.423076923,100,105.8,0.3433,49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,47.1,50.4,36.1,36.1,70.3,-11.1,,,,,,,,,,,,,,,,,,
Cornell,Ivy,2017,NA,NA,28,8,0.285714286,98.9,107.4,0.2791,52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,53.6,51.1,33.3,35.6,71.4,-14.6,,,,,,,,,,,,,,,,,,
Dartmouth,Ivy,2017,NA,NA,27,7,0.259259259,98.8,111.4,0.2015,49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,48.1,53.7,35.2,35.1,68.7,-14.7,,,,,,,,,,,,,,,,,,
Harvard,Ivy,2017,NA,NA,26,18,0.692307692,105.7,101.4,0.6165,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.1,-5.1,,,,,,,,,,,,,,,,,,
Penn,Ivy,2017,NA,NA,28,13,0.464285714,102,101.6,0.5106,51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,52.2,45.3,33.9,36,68.1,-8.9,,,,,,,,,,,,,,,,,,
Yale,Ivy,2017,NA,NA,28,18,0.642857143,105.4,105,0.5094,52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.8,,,,,,,,,,,,,,,,,,
Canisius,MAAC,2017,NA,NA,34,18,0.529411765,106.9,109.5,0.4309,53.1,54.5,18.2,20.8,30.2,32.2,30.9,33.8,51.4,56,37.1,34.3,70.8,-9,,,,,,,,,,,,,,,,,,
Fairfield,MAAC,2017,NA,NA,31,16,0.516129032,98,102.2,0.3818,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,52,49.4,33.5,33.1,70.7,-9.1,,,,,,,,,,,,,,,,,,
Manhattan,MAAC,2017,NA,NA,32,10,0.3125,95.7,107.1,0.2159,47.4,51.6,22.6,20,30.8,30.1,41,53.4,46.3,48.1,32.9,39.2,70.7,-15.7,,,,,,,,,,,,,,,,,,
Marist,MAAC,2017,NA,NA,32,8,0.25,100.8,112.6,0.2183,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,49.9,50.5,33.3,37.7,68.6,-17.8,,,,,,,,,,,,,,,,,,
Monmouth,MAAC,2017,NA,NA,34,27,0.794117647,106.7,99.5,0.6915,50.8,47,16.7,19.5,29.7,30,37.3,35.7,47.6,45.1,37.3,33.4,73.8,0.5,,,,,,,,,,,,,,,,,,
Niagara,MAAC,2017,NA,NA,33,10,0.303030303,99.4,109.1,0.2566,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,70.3,-17.9,,,,,,,,,,,,,,,,,,
Quinnipiac,MAAC,2017,NA,NA,31,10,0.322580645,100.7,112.7,0.2152,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,74.3,-15.5,,,,,,,,,,,,,,,,,,
Rider,MAAC,2017,NA,NA,33,18,0.545454545,99.9,104.5,0.3749,49,49,19.6,18.1,33,27.1,37,35.9,48.7,48,33.2,33.7,73.5,-10.1,,,,,,,,,,,,,,,,,,
Saint Peter's,MAAC,2017,NA,NA,36,23,0.638888889,102.2,95.5,0.687,51.2,48.1,17.3,20.9,25.5,25.9,33.1,29.2,47.3,48.4,38.1,31.9,62.6,-7.6,,,,,,,,,,,,,,,,,,
Siena,MAAC,2017,NA,NA,34,17,0.5,105.2,106.1,0.4764,49.9,50.3,19.7,17.2,35.5,29.3,40,35.5,50.2,50,32.7,33.9,70,-10.2,,,,,,,,,,,,,,,,,,
Akron,MAC,2017,NA,NA,35,27,0.771428571,111.1,105.4,0.6488,55.1,51,17.2,16.7,29.4,27.9,37.3,32.9,55,49,36.8,36.8,67.4,-1.9,,,,,,,,,,,,,,,,,,
Ball St.,MAC,2017,NA,NA,33,21,0.636363636,103.6,104.5,0.474,53.7,48.7,19.9,17.2,27.8,28.4,35.1,35.9,51.7,46.2,37.6,35.6,72.2,-6.8,,,,,,,,,,,,,,,,,,
Bowling Green,MAC,2017,NA,NA,31,13,0.419354839,99.8,105.8,0.3384,48,53.1,17.3,20,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.9,,,,,,,,,,,,,,,,,,
Buffalo,MAC,2017,NA,NA,30,17,0.566666667,103.5,102,0.542,50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,51.4,45.8,33,35.1,72.4,-8.3,,,,,,,,,,,,,,,,,,
Central Michigan,MAC,2017,NA,NA,30,16,0.533333333,109.8,117.8,0.3083,51.7,53.5,14.7,15.2,26.7,34,34.6,32.6,48.5,53.9,36.4,35.1,76.3,-10.8,,,,,,,,,,,,,,,,,,
Eastern Michigan,MAC,2017,NA,NA,29,16,0.551724138,105.3,104.4,0.5246,48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,48,50.2,33.6,33.9,69.6,-10.2,,,,,,,,,,,,,,,,,,
Miami OH,MAC,2017,NA,NA,30,11,0.366666667,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37,40,49.8,50.8,30.9,34.8,70,-15.6,,,,,,,,,,,,,,,,,,
Northern Illinois,MAC,2017,NA,NA,29,15,0.517241379,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,,,,,,,,,,,,,,,,,,
Ohio,MAC,2017,NA,NA,30,20,0.666666667,105.5,99.4,0.6659,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50,46.8,38.5,32.1,71.6,-6,,,,,,,,,,,,,,,,,,
Toledo,MAC,2017,NA,NA,33,17,0.515151515,107.8,104.2,0.5969,54.4,51.2,18.5,14.2,29,25.5,38.3,27.2,54.6,52.3,36.1,32.3,68.1,-9.6,,,,,,,,,,,,,,,,,,
Western Michigan,MAC,2017,NA,NA,31,16,0.516129032,105.2,105.1,0.5018,50.9,54,17.6,18.3,31.1,26.5,35,34.2,48.2,53.9,38.3,36.1,69.3,-9.2,,,,,,,,,,,,,,,,,,
Bethune Cookman,MEAC,2017,NA,NA,30,10,0.333333333,95.2,113.9,0.1138,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,45.9,54.7,32.3,33.6,69.6,-18.7,,,,,,,,,,,,,,,,,,
Coppin St.,MEAC,2017,NA,NA,30,8,0.266666667,91.7,116.6,0.0593,43.9,54.4,19.1,18.9,28,33.1,40,40,41.7,55,31.7,35.6,70,-17.8,,,,,,,,,,,,,,,,,,
Delaware St.,MEAC,2017,NA,NA,30,10,0.333333333,93.9,113.5,0.1015,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.4,,,,,,,,,,,,,,,,,,
Florida A&M,MEAC,2017,NA,NA,28,7,0.25,92.3,116.7,0.0632,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.2,,,,,,,,,,,,,,,,,,
Hampton,MEAC,2017,NA,NA,29,14,0.482758621,92,106.6,0.1552,46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,45,47.5,32.2,35.6,69.5,-12.5,,,,,,,,,,,,,,,,,,
Howard,MEAC,2017,NA,NA,32,10,0.3125,90,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29,36,68.7,-18,,,,,,,,,,,,,,,,,,
Maryland Eastern Shore,MEAC,2017,NA,NA,32,14,0.4375,96.4,112.7,0.1423,48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,,,,,,,,,,,,,,,,,,
Morgan St.,MEAC,2017,NA,NA,29,14,0.482758621,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42,51.7,29.2,28.9,69.2,-13.1,,,,,,,,,,,,,,,,,,
Norfolk St.,MEAC,2017,NA,NA,32,17,0.53125,93.5,105.3,0.2027,47.4,48,20.5,16.7,29.7,28.9,38,38.4,46.1,45.4,33.2,34.7,69.8,-10.9,,,,,,,,,,,,,,,,,,
North Carolina A&T,MEAC,2017,NA,NA,30,3,0.1,95.2,124,0.0458,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.2,,,,,,,,,,,,,,,,,,
Savannah St.,MEAC,2017,NA,NA,27,13,0.481481481,99,113.9,0.1657,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52,55.9,31.8,32.6,83.3,-11,,,,,,,,,,,,,,,,,,
South Carolina St.,MEAC,2017,NA,NA,29,11,0.379310345,98,118.7,0.0995,47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32,34.4,69.4,-13.1,,,,,,,,,,,,,,,,,,
Bradley,MVC,2017,NA,NA,32,13,0.40625,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69,-11.2,,,,,,,,,,,,,,,,,,
Drake,MVC,2017,NA,NA,29,7,0.24137931,102.6,110,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52,34.6,36.8,71,-15.8,,,,,,,,,,,,,,,,,,
Evansville,MVC,2017,NA,NA,31,16,0.516129032,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.9,,,,,,,,,,,,,,,,,,
Illinois St.,MVC,2017,NA,NA,34,28,0.823529412,107.5,92.2,0.8529,51.4,44,18.6,19,30.4,28.5,29.9,32.6,48.6,41.1,37,32.5,66.2,1.8,,,,,,,,,,,,,,,,,,
Indiana St.,MVC,2017,NA,NA,30,11,0.366666667,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.8,,,,,,,,,,,,,,,,,,
Loyola Chicago,MVC,2017,NA,NA,30,18,0.6,107.3,100.9,0.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.2,,,,,,,,,,,,,,,,,,
Missouri St.,MVC,2017,NA,NA,32,17,0.53125,108.5,105.3,0.5859,51,50.4,18.4,16.2,32.9,24.6,33.8,33,48.8,49.2,36.2,35,67.4,-8.5,,,,,,,,,,,,,,,,,,
Northern Iowa,MVC,2017,NA,NA,29,14,0.482758621,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,45.3,47.6,32.3,36.8,64.7,-6.8,,,,,,,,,,,,,,,,,,
Southern Illinois,MVC,2017,NA,NA,32,17,0.53125,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.2,,,,,,,,,,,,,,,,,,
Air Force,MWC,2017,NA,NA,31,12,0.387096774,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47,54.4,36.2,36.6,68.4,-14.1,,,,,,,,,,,,,,,,,,
Boise St.,MWC,2017,NA,NA,31,20,0.64516129,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2,,,,,,,,,,,,,,,,,,
Colorado St.,MWC,2017,NA,NA,34,24,0.705882353,108.3,100.2,0.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,-2.8,,,,,,,,,,,,,,,,,,
Fresno St.,MWC,2017,NA,NA,31,20,0.64516129,103.5,96.8,0.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,-3.9,,,,,,,,,,,,,,,,,,
New Mexico,MWC,2017,NA,NA,31,17,0.548387097,105.2,100.7,0.6232,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.4,,,,,,,,,,,,,,,,,,
San Diego St.,MWC,2017,NA,NA,32,19,0.59375,103.2,93.4,0.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6,,,,,,,,,,,,,,,,,,
San Jose St.,MWC,2017,NA,NA,28,14,0.5,99.7,104,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52,33.7,34.3,72.1,-9,,,,,,,,,,,,,,,,,,
UNLV,MWC,2017,NA,NA,32,11,0.34375,97.4,104.1,0.3186,45.1,51.6,18,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32,37.8,70.1,-12.6,,,,,,,,,,,,,,,,,,
Utah St.,MWC,2017,NA,NA,30,15,0.5,105.7,103.2,0.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,68.1,-9.2,,,,,,,,,,,,,,,,,,
Wyoming,MWC,2017,NA,NA,36,23,0.638888889,104.4,101.4,0.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,-7.5,,,,,,,,,,,,,,,,,,
Bryant,NEC,2017,NA,NA,31,12,0.387096774,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,,,,,,,,,,,,,,,,,,
Central Connecticut,NEC,2017,NA,NA,29,6,0.206896552,92.5,113.3,0.089,46.7,54,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38,66.5,-19.6,,,,,,,,,,,,,,,,,,
Fairleigh Dickinson,NEC,2017,NA,NA,29,11,0.379310345,101.3,111,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44,49.8,51.9,32.7,34.4,70.6,-13.9,,,,,,,,,,,,,,,,,,
LIU Brooklyn,NEC,2017,NA,NA,31,20,0.64516129,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47,47.6,34.8,35.4,68.3,-8.7,,,,,,,,,,,,,,,,,,
Robert Morris,NEC,2017,NA,NA,33,14,0.424242424,91.5,99,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50,31.9,29.8,70.2,-13.5,,,,,,,,,,,,,,,,,,
Sacred Heart,NEC,2017,NA,NA,32,13,0.40625,97.2,108.4,0.2221,49.5,52.8,22,19.5,30.9,27.1,35,33.3,49.2,50.5,33.5,37.9,72.7,-15.1,,,,,,,,,,,,,,,,,,
St. Francis NY,NEC,2017,NA,NA,30,4,0.133333333,86.7,111.6,0.0519,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.5,,,,,,,,,,,,,,,,,,
St. Francis PA,NEC,2017,NA,NA,33,17,0.515151515,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,,,,,,,,,,,,,,,,,,
Wagner,NEC,2017,NA,NA,29,16,0.551724138,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46,32.5,33.5,64.4,-10.7,,,,,,,,,,,,,,,,,,
Austin Peay,OVC,2017,NA,NA,28,11,0.392857143,104.5,116.9,0.2169,52.4,56.4,17.3,17.6,24.2,35.8,41,29.5,52.2,56.9,35.2,37,71.3,-13.8,,,,,,,,,,,,,,,,,,
Belmont,OVC,2017,NA,NA,29,23,0.793103448,108.8,103.3,0.6455,55.7,48.3,18.4,16,25.6,25,29.4,31.9,60.9,48.6,34.1,31.8,69.5,-0.7,,,,,,,,,,,,,,,,,,
Eastern Illinois,OVC,2017,NA,NA,27,14,0.518518519,99.7,103.7,0.387,47.8,49.7,17.5,21,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.5,,,,,,,,,,,,,,,,,,
Eastern Kentucky,OVC,2017,NA,NA,29,12,0.413793103,98.2,106.4,0.2844,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.3,,,,,,,,,,,,,,,,,,
Morehead St.,OVC,2017,NA,NA,28,14,0.5,105.2,108.3,0.4179,51,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48,51.8,38.7,40.2,69.8,-10.3,,,,,,,,,,,,,,,,,,
Murray St.,OVC,2017,NA,NA,31,16,0.516129032,105.4,110,0.3803,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51,36.1,35.9,70,-12,,,,,,,,,,,,,,,,,,
SIU Edwardsville,OVC,2017,NA,NA,28,6,0.214285714,94.6,108.7,0.168,45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54,29.2,33.2,70.9,-18,,,,,,,,,,,,,,,,,,
Southeast Missouri St.,OVC,2017,NA,NA,31,15,0.483870968,101.7,108.7,0.3161,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39,49,55.3,36.8,36.9,69.8,-13,,,,,,,,,,,,,,,,,,
Tennessee Martin,OVC,2017,NA,NA,33,22,0.666666667,105.2,110.3,0.368,52.7,52.6,21.6,19,37.4,32.4,34.3,31.1,53.2,52.8,34.7,35,69.2,-6.7,,,,,,,,,,,,,,,,,,
Tennessee St.,OVC,2017,NA,NA,28,17,0.607142857,99.3,98.2,0.5326,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,68.5,-7.2,,,,,,,,,,,,,,,,,,
Tennessee Tech,OVC,2017,NA,NA,30,12,0.4,97.6,107,0.2568,48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.6,,,,,,,,,,,,,,,,,,
Arizona St.,P12,2017,NA,NA,33,15,0.454545455,110.9,107,0.6007,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3,,,,,,,,,,,,,,,,,,
California,P12,2017,NA,NA,34,21,0.617647059,103.5,92.5,0.7833,48.1,45.3,18.7,16.6,32.9,24,37.7,34.1,46.6,43.4,34,32.8,67,-0.9,,,,,,,,,,,,,,,,,,
Colorado,P12,2017,NA,NA,33,19,0.575757576,111.5,102.2,0.7317,50.9,50.3,17.4,17.2,33,28.3,37.5,33.9,49.9,47.3,35.1,36.8,69.3,-3.8,,,,,,,,,,,,,,,,,,
Oregon St.,P12,2017,NA,NA,31,5,0.161290323,96.1,104.2,0.2842,48.2,51.3,23,17.5,26.9,32.3,34.3,39.6,46.3,50,34.6,35.7,66.3,-16.7,,,,,,,,,,,,,,,,,,
Stanford,P12,2017,NA,NA,30,14,0.466666667,104,98.1,0.663,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2,,,,,,,,,,,,,,,,,,
Utah,P12,2017,NA,NA,30,20,0.666666667,112.4,98.8,0.8163,56.2,49.1,19.2,17,30.9,24.5,33.1,31.2,57.4,46.9,36,35.6,69.8,-2.3,,,,,,,,,,,,,,,,,,
Washington,P12,2017,NA,NA,31,9,0.290322581,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,,,,,,,,,,,,,,,,,,
Washington St.,P12,2017,NA,NA,30,13,0.433333333,103.8,104.1,0.4924,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.9,,,,,,,,,,,,,,,,,,
American,Pat,2017,NA,NA,30,8,0.266666667,94.7,107.6,0.1874,50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,51.7,51.4,31.8,36.6,66,-16.4,,,,,,,,,,,,,,,,,,
Army,Pat,2017,NA,NA,31,13,0.419354839,97.1,104.3,0.3065,51.5,50.3,20.6,17.3,26.4,24,28,33.7,50.7,50.1,35.1,33.8,72.7,-13.6,,,,,,,,,,,,,,,,,,
Boston University,Pat,2017,NA,NA,31,18,0.580645161,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,71.1,-8.9,,,,,,,,,,,,,,,,,,
Colgate,Pat,2017,NA,NA,31,10,0.322580645,97.2,107.5,0.2401,51.4,52.5,22,17.3,24.8,25.3,33.4,38.6,49.4,50,36.1,37.6,66.5,-16.3,,,,,,,,,,,,,,,,,,
Holy Cross,Pat,2017,NA,NA,32,15,0.46875,97.4,102.3,0.3643,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.6,-10.8,,,,,,,,,,,,,,,,,,
Lafayette,Pat,2017,NA,NA,29,9,0.310344828,95.2,111.9,0.134,49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71,-15.9,,,,,,,,,,,,,,,,,,
Lehigh,Pat,2017,NA,NA,31,20,0.64516129,105.9,102.5,0.5942,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71,-6.2,,,,,,,,,,,,,,,,,,
Loyola MD,Pat,2017,NA,NA,32,16,0.5,97.1,103.7,0.3209,46.7,52.2,22,21.3,33,28,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,,,,,,,,,,,,,,,,,,
Navy,Pat,2017,NA,NA,31,16,0.516129032,98.5,102,0.4023,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,65.5,-11.2,,,,,,,,,,,,,,,,,,
Appalachian St.,SB,2017,NA,NA,28,9,0.321428571,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39,71.7,-14.8,,,,,,,,,,,,,,,,,,
