TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Southeast Missouri St.,OVC,2018,NA,NA,29,14,0.482758621,107.2,115.6,0.2943,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,,,,,,,,,,,,,,,,,,
Tennessee Martin,OVC,2018,NA,NA,29,10,0.344827586,94.3,105.6,0.2149,49.8,50.7,21.6,19,28.5,32,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,,,,,,,,,,,,,,,,,,
Tennessee St.,OVC,2018,NA,NA,28,15,0.535714286,96.3,101,0.3673,49.3,52.7,21.9,23.3,25.5,27.7,37.8,35.4,48.1,51.3,33.9,36.1,66.7,-9.5,,,,,,,,,,,,,,,,,,
Tennessee Tech,OVC,2018,NA,NA,31,19,0.612903226,97.4,102.6,0.3558,49,51,19.8,20.3,28.2,30.1,37.7,36.6,47.5,51.6,34.5,33.4,72,-7.9,,,,,,,,,,,,,,,,,,
California,P12,2018,NA,NA,31,8,0.258064516,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,,,,,,,,,,,,,,,,,,
Colorado,P12,2018,NA,NA,32,17,0.53125,104.8,99,0.6588,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,69.2,-4.5,,,,,,,,,,,,,,,,,,
Oregon,P12,2018,NA,NA,36,23,0.638888889,110,100,0.7501,53.3,50.3,17.1,19,31,26.8,31.7,36.3,53.1,48.4,35.7,35.6,68.6,-2.3,,,,,,,,,,,,,,,,,,
Oregon St.,P12,2018,NA,NA,32,16,0.5,107.4,100.9,0.6713,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3,,,,,,,,,,,,,,,,,,
Stanford,P12,2018,NA,NA,35,19,0.542857143,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,,,,,,,,,,,,,,,,,,
USC,P12,2018,NA,NA,36,24,0.666666667,114,98.6,0.8423,53.8,51,15.3,19.2,30,28.8,29.9,26.6,52.4,49.8,37.6,35.2,69,-0.4,,,,,,,,,,,,,,,,,,
Utah,P12,2018,NA,NA,35,23,0.657142857,111.4,97.9,0.8156,54.5,48.3,17.5,17.5,24.1,28.6,34.4,28.8,53.6,47,37,33.6,67.1,-1.5,,,,,,,,,,,,,,,,,,
Washington,P12,2018,NA,NA,34,21,0.617647059,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,,,,,,,,,,,,,,,,,,
Washington St.,P12,2018,NA,NA,31,12,0.387096774,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,,,,,,,,,,,,,,,,,,
American,Pat,2018,NA,NA,30,6,0.2,96.5,111.1,0.1649,50.7,54.8,20.4,20.4,23.8,31.4,30.4,40.7,50.7,53.6,33.8,38.3,67.6,-19,,,,,,,,,,,,,,,,,,
Army,Pat,2018,NA,NA,29,13,0.448275862,99,108.2,0.2638,52.3,52.4,18.8,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,,,,,,,,,,,,,,,,,,
Boston University,Pat,2018,NA,NA,30,15,0.5,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30,51.1,52.2,37.3,35.8,68.7,-11.6,,,,,,,,,,,,,,,,,,
Colgate,Pat,2018,NA,NA,32,19,0.59375,104.5,107.9,0.4084,51.5,53.2,16.4,19.4,25.6,27.6,29,29.4,49,51.8,36.3,36.7,67.6,-8.6,,,,,,,,,,,,,,,,,,
Holy Cross,Pat,2018,NA,NA,31,12,0.387096774,97.7,107.2,0.2569,52.6,51,19.1,20,19.3,31.9,29.7,34,55.1,49.4,32.6,35.4,64,-15,,,,,,,,,,,,,,,,,,
Lafayette,Pat,2018,NA,NA,30,10,0.333333333,101.4,112.2,0.2368,53.3,52,19.3,14.7,21,27.2,28.8,26,51.4,52.2,37.4,34.4,69.4,-16.8,,,,,,,,,,,,,,,,,,
Lehigh,Pat,2018,NA,NA,29,16,0.551724138,105.2,111,0.3511,52.9,52.4,17.4,16,25.3,26.8,25.8,30.7,47.7,53.1,40.6,34.3,71.9,-9.7,,,,,,,,,,,,,,,,,,
Loyola MD,Pat,2018,NA,NA,30,9,0.3,95.7,110,0.167,47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,48.1,54,31.3,36.8,69.7,-17.4,,,,,,,,,,,,,,,,,,
Navy,Pat,2018,NA,NA,31,20,0.64516129,97.6,102.8,0.3551,49.6,53.2,21.3,21.3,31.7,22.2,36.2,34,50.2,51.8,32.3,36.8,66.8,-8.1,,,,,,,,,,,,,,,,,,
Appalachian St.,SB,2018,NA,NA,31,15,0.483870968,102.5,106.3,0.3985,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,49.9,48.7,33.3,37.9,71.2,-12.4,,,,,,,,,,,,,,,,,,
Arkansas St.,SB,2018,NA,NA,30,11,0.366666667,104.1,113.7,0.2646,49.4,56,18.6,18.8,30.2,31.3,33.1,35.3,49.2,55.3,33.2,38.2,70.8,-15.2,,,,,,,,,,,,,,,,,,
Coastal Carolina,SB,2018,NA,NA,29,14,0.482758621,101,105.2,0.3849,49,49.6,22,18,34.2,28.4,38.8,40.2,48.4,47.4,33.3,34.9,68.9,-13.1,,,,,,,,,,,,,,,,,,
Georgia Southern,SB,2018,NA,NA,31,21,0.677419355,104.8,104,0.5225,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.9,-6.5,,,,,,,,,,,,,,,,,,
Little Rock,SB,2018,NA,NA,30,7,0.233333333,93.4,105,0.2063,47.4,50.8,21.7,19.9,28.3,31.2,32.1,40.5,47.3,49.4,31.8,35.1,66.2,-18,,,,,,,,,,,,,,,,,,
Louisiana Lafayette,SB,2018,NA,NA,32,27,0.84375,112.2,100.6,0.7774,52.7,49.1,18.3,19.6,35.9,27.9,38,36.1,52.4,48.5,35.4,33.6,71.6,-0.5,,,,,,,,,,,,,,,,,,
Louisiana Monroe,SB,2018,NA,NA,29,16,0.551724138,100.1,104.6,0.375,49.9,51.4,17.8,18.6,25.2,28.7,24.3,30.7,47,50.2,35.6,35.3,67.1,-9.5,,,,,,,,,,,,,,,,,,
South Alabama,SB,2018,NA,NA,30,14,0.466666667,96.8,101.2,0.3748,48.4,47.3,20.9,18.4,25.7,29.6,37.7,38,48.3,47.9,32.3,30.9,71.4,-12.4,,,,,,,,,,,,,,,,,,
Texas St.,SB,2018,NA,NA,31,15,0.483870968,99.7,104.2,0.3765,48.8,51.7,20.9,19.4,31.9,27.7,36.3,30,48.4,53.1,33.1,33,64,-12.9,,,,,,,,,,,,,,,,,,
Troy,SB,2018,NA,NA,31,16,0.516129032,104.7,105.9,0.4676,51.4,50.2,18,16.6,26.9,28.9,33.6,31.6,52.1,49.7,33.7,34,69.4,-10.5,,,,,,,,,,,,,,,,,,
UT Arlington,SB,2018,NA,NA,33,21,0.636363636,104.7,101.5,0.5886,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51,47.9,36.5,33.9,73.9,-6.2,,,,,,,,,,,,,,,,,,
Chattanooga,SC,2018,NA,NA,31,10,0.322580645,98.3,111.5,0.19,50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,48.6,55.8,34.8,36.2,66.7,-17.5,,,,,,,,,,,,,,,,,,
East Tennessee St.,SC,2018,NA,NA,32,25,0.78125,103.5,97.5,0.6652,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32,68.9,-3.1,,,,,,,,,,,,,,,,,,
Furman,SC,2018,NA,NA,31,23,0.741935484,108.1,100.8,0.6911,54.9,50.1,16.5,20.6,27,28.6,28.2,29.9,56.8,51.4,35.3,32,69.7,-4,,,,,,,,,,,,,,,,,,
Mercer,SC,2018,NA,NA,32,19,0.59375,111.1,110.5,0.5157,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,52.7,52.5,37.8,35.8,65.4,-8.2,,,,,,,,,,,,,,,,,,
Samford,SC,2018,NA,NA,30,10,0.333333333,106.5,119.4,0.211,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38,71.9,-15.3,,,,,,,,,,,,,,,,,,
The Citadel,SC,2018,NA,NA,29,11,0.379310345,100.8,114.7,0.1849,49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,47.9,57.4,33.4,37.3,78.9,-14.9,,,,,,,,,,,,,,,,,,
VMI,SC,2018,NA,NA,28,9,0.321428571,89.3,106.7,0.114,45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,43.7,52.1,32.3,34.6,70.1,-15.8,,,,,,,,,,,,,,,,,,
Western Carolina,SC,2018,NA,NA,30,12,0.4,95,108.1,0.1838,46.8,54.4,21.7,21,29,32.7,31.8,36.1,45.3,54.3,33,36.3,70.8,-11.7,,,,,,,,,,,,,,,,,,
Wofford,SC,2018,NA,NA,31,21,0.677419355,108,107.8,0.5047,55.2,53.3,18.2,18.7,25,27.1,28.5,34,50.9,52.4,40.2,36.4,67.1,-5.9,,,,,,,,,,,,,,,,,,
Georgia,SEC,2018,NA,NA,33,18,0.545454545,107.5,95.3,0.8007,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1,,,,,,,,,,,,,,,,,,
LSU,SEC,2018,NA,NA,33,18,0.545454545,114.2,102.7,0.7721,54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,56.3,52.6,34.6,35.3,69.5,-1.9,,,,,,,,,,,,,,,,,,
Mississippi,SEC,2018,NA,NA,32,12,0.375,110.4,103.9,0.6687,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,71,-7,,,,,,,,,,,,,,,,,,
Mississippi St.,SEC,2018,NA,NA,36,25,0.694444444,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0,,,,,,,,,,,,,,,,,,
South Carolina,SEC,2018,NA,NA,32,17,0.53125,104.7,94.8,0.759,46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1,,,,,,,,,,,,,,,,,,
Vanderbilt,SEC,2018,NA,NA,32,12,0.375,114.7,105.9,0.7142,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67,-6,,,,,,,,,,,,,,,,,,
Abilene Christian,Slnd,2018,NA,NA,28,16,0.571428571,96.5,106.6,0.2423,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,,,,,,,,,,,,,,,,,,
Central Arkansas,Slnd,2018,NA,NA,34,18,0.529411765,104.2,109.8,0.3542,51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36,73.9,-10.6,,,,,,,,,,,,,,,,,,
Houston Baptist,Slnd,2018,NA,NA,28,6,0.214285714,99.2,115.4,0.1491,46,56.1,18.8,18.8,34,31.2,35.5,38.6,44.4,54.2,32.8,39.7,74.6,-18.9,,,,,,,,,,,,,,,,,,
Incarnate Word,Slnd,2018,NA,NA,24,7,0.291666667,94.5,113.9,0.1047,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.5,,,,,,,,,,,,,,,,,,
Lamar,Slnd,2018,NA,NA,29,19,0.655172414,101.1,105.1,0.3909,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,46.7,51.3,34.4,35,68.8,-9.7,,,,,,,,,,,,,,,,,,
McNeese St.,Slnd,2018,NA,NA,25,12,0.48,99.2,111,0.2155,48.8,49.8,19,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35,71,-12.6,,,,,,,,,,,,,,,,,,
New Orleans,Slnd,2018,NA,NA,30,16,0.533333333,97,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,,,,,,,,,,,,,,,,,,
Nicholls St.,Slnd,2018,NA,NA,28,21,0.75,101.8,103.8,0.4465,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,51.6,49.7,34.8,34.1,75.2,-6.3,,,,,,,,,,,,,,,,,,
Northwestern St.,Slnd,2018,NA,NA,25,4,0.16,88.2,109.9,0.0743,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,70.5,-18.1,,,,,,,,,,,,,,,,,,
Sam Houston St.,Slnd,2018,NA,NA,32,21,0.65625,101,106.1,0.3629,48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,47,53.1,33.7,33.3,68.1,-9.4,,,,,,,,,,,,,,,,,,
Southeastern Louisiana,Slnd,2018,NA,NA,31,22,0.709677419,102.7,104.8,0.4426,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29,50.9,48.4,34.4,34.6,67.2,-6.5,,,,,,,,,,,,,,,,,,
Texas A&M Corpus Chris,Slnd,2018,NA,NA,26,11,0.423076923,93.7,107.9,0.1637,48.1,52.3,23,21.2,28.8,29.3,37,46.1,46.7,51.6,34.4,35.5,69,-14,,,,,,,,,,,,,,,,,,
Denver,Sum,2018,NA,NA,28,15,0.535714286,102,105.2,0.4133,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37,49.2,52,39.5,33.5,67.5,-9.6,,,,,,,,,,,,,,,,,,
Fort Wayne,Sum,2018,NA,NA,29,18,0.620689655,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,,,,,,,,,,,,,,,,,,
Nebraska Omaha,Sum,2018,NA,NA,29,9,0.310344828,103,114.6,0.2275,51.3,55.8,18,15.7,24.9,30.7,27.3,28.2,50,54.7,35.8,38.4,71.7,-13.9,,,,,,,,,,,,,,,,,,
North Dakota St.,Sum,2018,NA,NA,29,15,0.517241379,103.3,104.9,0.4541,53.7,49.6,18.4,14.4,23,25.2,30.4,33.5,52.5,47.8,36.8,35.3,67.6,-10,,,,,,,,,,,,,,,,,,
Oral Roberts,Sum,2018,NA,NA,28,11,0.392857143,104.8,111.8,0.3222,48.9,54.2,19,15.3,35,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12,,,,,,,,,,,,,,,,,,
South Dakota,Sum,2018,NA,NA,31,26,0.838709677,108.3,98.6,0.7458,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,51.9,47.1,35,33.7,71.7,-1.8,,,,,,,,,,,,,,,,,,
Western Illinois,Sum,2018,NA,NA,24,12,0.5,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11,,,,,,,,,,,,,,,,,,
Alabama A&M,SWAC,2018,NA,NA,31,3,0.096774194,87.6,115,0.0419,45,54,24.2,16.6,30,32.5,31.4,29.8,44.8,52.3,30.3,38.4,67.5,-23,,,,,,,,,,,,,,,,,,
Alabama St.,SWAC,2018,NA,NA,31,8,0.258064516,94.3,115.9,0.0858,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2,,,,,,,,,,,,,,,,,,
Alcorn St.,SWAC,2018,NA,NA,28,11,0.392857143,94.4,114.4,0.0992,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,,,,,,,,,,,,,,,,,,
Arkansas Pine Bluff,SWAC,2018,NA,NA,35,14,0.4,92.7,110.2,0.1208,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3,,,,,,,,,,,,,,,,,,
Grambling St.,SWAC,2018,NA,NA,30,17,0.566666667,93.2,106.4,0.1789,45.6,49.1,21,20.2,32,30.5,40.7,42.9,44.5,50,32.6,31.7,73,-10,,,,,,,,,,,,,,,,,,
Jackson St.,SWAC,2018,NA,NA,30,12,0.4,89.2,108.2,0.0977,43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,39.3,51.5,32.8,34.9,64.9,-16,,,,,,,,,,,,,,,,,,
Mississippi Valley St.,SWAC,2018,NA,NA,32,4,0.125,89.6,114.5,0.0564,42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,41.6,54.6,30.1,36.8,69.9,-22.5,,,,,,,,,,,,,,,,,,
Prairie View A&M,SWAC,2018,NA,NA,33,16,0.484848485,100.1,110.2,0.2483,48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,49.2,54.4,32.3,33.2,72.1,-11.7,,,,,,,,,,,,,,,,,,
Southern,SWAC,2018,NA,NA,31,15,0.483870968,93.5,109.4,0.1415,44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,42.3,47.1,33.2,34.5,69.1,-13.3,,,,,,,,,,,,,,,,,,
Cal St. Bakersfield,WAC,2018,NA,NA,27,12,0.444444444,96.6,102.5,0.335,46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,47.5,48.5,29.8,35.5,66.8,-11.4,,,,,,,,,,,,,,,,,,
Chicago St.,WAC,2018,NA,NA,30,3,0.1,94.9,118,0.0756,44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,43.6,57.9,31.4,40.6,73.4,-20.3,,,,,,,,,,,,,,,,,,
Grand Canyon,WAC,2018,NA,NA,33,22,0.666666667,101.9,96.5,0.6514,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,49.2,45.6,31.7,27.5,69.9,-5.4,,,,,,,,,,,,,,,,,,
Seattle,WAC,2018,NA,NA,31,20,0.64516129,103.7,104.6,0.4744,51,47.2,19.6,15.5,29.7,27.9,34.5,41,47.4,44.8,37.2,34.5,68.5,-7.4,,,,,,,,,,,,,,,,,,
UMKC,WAC,2018,NA,NA,29,10,0.344827586,98.3,107.3,0.2674,47.8,52.5,18.2,20,21.3,33.5,34.4,42.5,45.6,51.7,33.5,36,70.7,-14.2,,,,,,,,,,,,,,,,,,
UT Rio Grande Valley,WAC,2018,NA,NA,31,15,0.483870968,97.4,108.3,0.2285,44.8,51.5,17.8,20.4,28.2,30.3,41.2,45.5,44.3,49.9,30.5,36.5,75.1,-10.8,,,,,,,,,,,,,,,,,,
Utah Valley,WAC,2018,NA,NA,31,23,0.741935484,109,102,0.6814,54.2,48.1,19.8,17.5,30.9,27.5,39.1,28.5,51.9,47.4,38.9,32.9,69.2,-4.1,,,,,,,,,,,,,,,,,,
BYU,WCC,2018,NA,NA,35,24,0.685714286,106.7,98.2,0.7226,54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,55.3,51.9,34.7,33.6,68.7,-1.8,,,,,,,,,,,,,,,,,,
Loyola Marymount,WCC,2018,NA,NA,30,11,0.366666667,106.2,112.6,0.3373,49.3,57.5,19.2,19.8,34.6,31.2,32.5,42.8,48.2,57.7,34.6,38.1,68,-12.3,,,,,,,,,,,,,,,,,,
Pacific,WCC,2018,NA,NA,31,14,0.451612903,105.2,106.1,0.4756,48.5,53,17.2,18.3,30.3,27.3,40.5,35.2,48.4,51.7,32.6,36.6,67.6,-10.2,,,,,,,,,,,,,,,,,,
Pepperdine,WCC,2018,NA,NA,31,6,0.193548387,105.1,112,0.3236,49.5,57,17.2,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,68.6,-17.9,,,,,,,,,,,,,,,,,,
Portland,WCC,2018,NA,NA,29,10,0.344827586,98.9,107.2,0.2856,50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,46.5,51.7,38.3,35.7,68.3,-14.4,,,,,,,,,,,,,,,,,,
Saint Mary's,WCC,2018,NA,NA,36,30,0.833333333,118.7,102.3,0.8468,58.7,49.2,15.4,15.1,28.9,22.8,30.4,24.8,57.1,49.5,41,32.3,64.6,1.3,,,,,,,,,,,,,,,,,,
San Diego,WCC,2018,NA,NA,33,20,0.606060606,104.1,99.3,0.6325,53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,51.7,46.4,36.6,30.7,68,-5.7,,,,,,,,,,,,,,,,,,
San Francisco,WCC,2018,NA,NA,38,22,0.578947368,101.8,100.1,0.5476,49.4,48.9,17.4,17,28,25.7,29.3,36.9,48.4,48.5,33.8,33.3,68,-7.1,,,,,,,,,,,,,,,,,,
Santa Clara,WCC,2018,NA,NA,29,11,0.379310345,99,108.6,0.2557,48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,47.1,55.1,33.8,40,65.7,-12.5,,,,,,,,,,,,,,,,,,
North Carolina Central,MEAC,2018,R68,16,32,19,0.59375,95,110.3,0.1522,50.4,48.5,20.8,16.8,32.9,29.7,30.3,34.3,51.3,48.1,32.3,32.8,66.4,-12,,,,,,,,,,,,,,,,,,
LIU Brooklyn,NEC,2018,R68,16,34,18,0.529411765,101.9,109.9,0.2937,52.1,50,19.5,16.5,29.4,29.8,38.7,31.8,52.3,50.5,34.6,32.8,72.8,-13.2,,,,,,,,,,,,,,,,,,
Arizona St.,P12,2018,R68,11,32,20,0.625,115.7,102.1,0.8089,53.8,50.6,14.7,20.4,28,30.6,41.3,32.7,53.2,50.2,36.4,34.2,72.7,-1.2,,,,,,,,,,,,,,,,,,
UCLA,P12,2018,R68,11,33,21,0.636363636,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0,,,,,,,,,,,,,,,,,,
Davidson,A10,2019,NA,NA,33,24,0.727272727,107.3,99.8,0.6974,53.1,48.3,16.7,16.7,23.3,24.8,28.3,30,52.8,47.3,35.6,33,66.1,-0.9,,,,,,,,,,,,,,,,,,
Dayton,A10,2019,NA,NA,33,21,0.636363636,111.1,98.9,0.7915,56.1,47.9,18.8,16.8,26.9,27.4,32.1,23.8,59.5,47.7,33.2,32.1,66.1,-2.3,,,,,,,,,,,,,,,,,,
Duquesne,A10,2019,NA,NA,32,19,0.59375,103.8,104.4,0.4824,49.9,49.9,19.8,21.6,31.9,35.1,35,31.9,51.1,49.5,32.2,33.8,71,-6.7,,,,,,,,,,,,,,,,,,
Fordham,A10,2019,NA,NA,31,12,0.387096774,96,102.6,0.3181,46.8,49.5,16.4,19.1,25.1,28,24.5,36.9,44.7,49.6,33,32.9,66.3,-14.9,,,,,,,,,,,,,,,,,,
George Mason,A10,2019,NA,NA,33,18,0.545454545,102.8,103.9,0.4688,50.1,50.2,18.9,18.2,29,27.2,34.2,30.6,50.5,51.6,33,32,69.2,-6.8,,,,,,,,,,,,,,,,,,
George Washington,A10,2019,NA,NA,33,9,0.272727273,95.4,104.5,0.259,45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,45.3,49.8,31.1,35.6,68.8,-15.8,,,,,,,,,,,,,,,,,,
La Salle,A10,2019,NA,NA,31,10,0.322580645,99.7,102.5,0.422,47.2,51.3,20.2,19.8,28.9,28.9,28.5,41.3,45.3,51.2,33.1,34.2,70.6,-13.3,,,,,,,,,,,,,,,,,,
Massachusetts,A10,2019,NA,NA,32,11,0.34375,102.6,108.6,0.3433,51.1,51.2,20.2,16.8,31.5,27.1,31.3,41.4,50.2,50.6,35,35,69,-13.8,,,,,,,,,,,,,,,,,,
Rhode Island,A10,2019,NA,NA,33,18,0.545454545,103.5,99.9,0.6009,47.4,48.7,17.8,20.2,31.3,27.9,36.8,35.7,50,48.8,28,32.3,68.9,-6.8,,,,,,,,,,,,,,,,,,
Richmond,A10,2019,NA,NA,33,13,0.393939394,108,107.6,0.5106,54.1,53.1,15.3,18.5,19.1,29.9,30.7,28.7,55.5,54,34.7,34.4,67.2,-13.5,,,,,,,,,,,,,,,,,,
Saint Joseph's,A10,2019,NA,NA,33,14,0.424242424,105.3,105.3,0.501,48,51.7,13.5,15.7,22,24.4,31.7,27.1,47.8,49.9,32.2,36,69.8,-10.5,,,,,,,,,,,,,,,,,,
St. Bonaventure,A10,2019,NA,NA,34,18,0.529411765,101.1,95.1,0.667,48.3,47.2,18.7,19.8,29.2,28.7,28.2,31.5,47.9,46.2,32.8,32.3,65.6,-8.3,,,,,,,,,,,,,,,,,,
Boston College,ACC,2019,NA,NA,31,14,0.451612903,106.2,101.5,0.628,48.5,48.4,17.5,16.6,28.6,31.5,35,29.4,49.1,48.8,31.7,32,68.8,-5.4,,,,,,,,,,,,,,,,,,
Clemson,ACC,2019,NA,NA,34,20,0.588235294,107.2,90.3,0.8773,50.7,47.6,19.7,19.8,27.8,24.5,33.5,30,51.5,44.4,32.8,35,67.4,0.1,,,,,,,,,,,,,,,,,,
Georgia Tech,ACC,2019,NA,NA,32,14,0.4375,99.9,95.7,0.6205,49.2,45.7,21,18.7,25.3,31.6,34.3,34.8,50.7,46.3,30.7,29.7,68.5,-4.8,,,,,,,,,,,,,,,,,,
Miami FL,ACC,2019,NA,NA,32,14,0.4375,109.3,98.8,0.7632,50.8,52,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,,,,,,,,,,,,,,,,,,
North Carolina St.,ACC,2019,NA,NA,36,24,0.666666667,112.4,97.5,0.8368,52,49.4,17.3,21.5,36,28.8,28.5,38.8,51.6,51,35.2,30.9,72.8,1.9,,,,,,,,,,,,,,,,,,
Notre Dame,ACC,2019,NA,NA,33,14,0.424242424,107.3,99.8,0.6981,46.2,49,14,16.4,29,31.1,30.1,21.8,45.4,48.6,31.5,33.1,66.6,-5.7,,,,,,,,,,,,,,,,,,
Pittsburgh,ACC,2019,NA,NA,33,14,0.424242424,103.3,98.2,0.6421,47.9,47.7,19.6,21.3,32.1,32.8,42.3,32.9,46.9,45.8,33.1,33.6,68.7,-6.3,,,,,,,,,,,,,,,,,,
Wake Forest,ACC,2019,NA,NA,31,11,0.35483871,103.5,103.2,0.5087,44.8,53.3,19.4,16.1,33.9,27.3,37.6,35.2,44.1,54.7,30.8,34.1,68.9,-7.5,,,,,,,,,,,,,,,,,,
Albany,AE,2019,NA,NA,31,12,0.387096774,97.9,106.8,0.2683,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51,34.8,35.9,67.3,-15.7,,,,,,,,,,,,,,,,,,
Binghamton,AE,2019,NA,NA,31,10,0.322580645,95.9,112.3,0.1407,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,67.2,-17.4,,,,,,,,,,,,,,,,,,
Hartford,AE,2019,NA,NA,32,18,0.5625,106.8,110.7,0.3988,54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,51.5,53.2,38.2,34.4,68.3,-9.2,,,,,,,,,,,,,,,,,,
Maine,AE,2019,NA,NA,31,5,0.161290323,93,110.9,0.1163,48.6,55.3,22.2,19.1,25.9,27.2,25.6,38.6,49.9,52.7,31,38.7,65.3,-20.9,,,,,,,,,,,,,,,,,,
